Gene,FT 15d,FT 25d,FT 55d,FT 85d,FT 115d,FS 145d
Pbr002528.1,969280000.0,1557700000.0,1378000000.0,1567400000.0,1885000000.0,1639700000.0
Pbr002529.1,,,,,,
Pbr002530.1,,,,,,
Pbr002533.1,9545100000.0,8311600000.0,7673700000.0,6202000000.0,4121000000.0,3131700000.0
Pbr002534.1,,,,,,
Pbr002535.1,1056100000.0,728080000.0,1392600000.0,2160700000.0,3380700000.0,2230800000.0
Pbr002537.1,57743000.0,310470000.0,207700000.0,16394000000.0,28547000000.0,65871000000.0
Pbr002538.1,,,,,,
Pbr002539.1,6713800000.0,7618200000.0,6267200000.0,4302800000.0,4122000000.0,3799100000.0
Pbr002541.1,,156370000.0,1777100000.0,86672000.0,33044000000.0,9215200000.0
Pbr002543.1,117960000000.0,78212000000.0,112980000000.0,128210000000.0,149060000000.0,139090000000.0
Pbr002544.1,485330000.0,902530000.0,568770000.0,341190000.0,560410000.0,408640000.0
Pbr002545.1,1565100000.0,1858800000.0,2663900000.0,4549400000.0,1867100000.0,1827200000.0
Pbr002550.1,,159200000.0,78808000.0,,,141560000.0
Pbr002551.1,,,,,,
Pbr002552.1,,,,174930000.0,184770000.0,312190000.0
Pbr002553.1,608060000.0,409130000.0,523520000.0,371670000.0,453420000.0,2291300000.0
Pbr002554.1,,,,,,
Pbr002555.1,,15075000.0,,,,
Pbr002557.1,31477000000.0,14944000000.0,27115000000.0,43930000000.0,41885000000.0,44616000000.0
Pbr002558.1,215960000.0,212390000.0,311770000.0,364340000.0,424300000.0,321280000.0
Pbr002563.1,60309000000.0,44124000000.0,54576000000.0,46178000000.0,32206000000.0,34034000000.0
Pbr002565.1,,,,,,
Pbr002567.1,25432000000.0,17952000000.0,18935000000.0,24025000000.0,16347000000.0,17212000000.0
Pbr002573.1,144910000.0,446130000.0,181250000.0,223790000.0,243020000.0,75230000.0
Pbr002574.1,,108920000.0,122650000.0,134340000.0,396370000.0,330470000.0
Pbr002576.1,,,,,,
Pbr002577.1,655990000.0,1013800000.0,976690000.0,1101400000.0,1583800000.0,1584100000.0
Pbr002584.2,,,,,,
Pbr002599.1,2590300000.0,3854600000.0,3631100000.0,3784300000.0,4140900000.0,4408800000.0
Pbr002600.1,283650000.0,65897000.0,189580000.0,,,
Pbr002601.1,,,,,,
Pbr002602.1,7992500000.0,13841000000.0,15370000000.0,26632000000.0,48881000000.0,46040000000.0
Pbr002607.1,,,,,,
Pbr002612.1,716930000.0,883310000.0,806680000.0,845370000.0,603930000.0,479580000.0
Pbr002615.1,,,,,,
Pbr002622.1,,,,,,
Pbr002624.1,625310000.0,357490000.0,391300000.0,307190000.0,176750000.0,284360000.0
Pbr002625.1,,,,,,
Pbr002626.1,,,,,,
Pbr002630.2,371870000.0,137730000.0,132910000.0,118130000.0,71001000.0,111120000.0
Pbr002631.1,,,,21387000.0,,
Pbr002632.1,155880000.0,212470000.0,104240000.0,198270000.0,162760000.0,199860000.0
Pbr002633.1,,,,,,
Pbr002636.1,291170000.0,185470000.0,141220000.0,229430000.0,201040000.0,199960000.0
Pbr002637.1,,,,,,
Pbr002638.1,,,,,,
Pbr002639.1,451740000.0,324670000.0,272410000.0,67169000.0,46284000.0,79278000.0
Pbr002640.1,,496130000.0,170410000.0,765330000.0,,208380000.0
Pbr002646.1,703800000.0,354470000.0,600510000.0,746380000.0,523850000.0,1277900000.0
Pbr002647.1,178510000.0,603250000.0,404730000.0,1466200000.0,3189500000.0,6097500000.0
Pbr002648.2,4114100000.0,3927700000.0,3766500000.0,3640400000.0,4649600000.0,2873200000.0
Pbr002649.1,,,,,,
Pbr002650.1,,100930000.0,23006000.0,,,62574000.0
Pbr002651.1,1884800000.0,637920000.0,691020000.0,1502100000.0,861580000.0,1096800000.0
Pbr002652.1,106700000.0,190450000.0,80021000.0,174510000.0,,118030000.0
Pbr002653.1,1686100000.0,1973400000.0,2246000000.0,3732000000.0,5021800000.0,6293600000.0
Pbr002655.4,113840000.0,200570000.0,59438000.0,,,
Pbr002657.1,2678000000.0,1985600000.0,621130000.0,133730000.0,,
Pbr002658.1,,,,,,
Pbr002661.1,,,,130630000.0,,
Pbr002662.1,,,,,34173000.0,
Pbr002663.1,,,,,,
Pbr002664.1,8042300000.0,3137300000.0,700510000.0,326270000.0,32048000.0,247130000.0
Pbr002665.1,1900000000.0,2079400000.0,1698800000.0,1505300000.0,1249000000.0,1296400000.0
Pbr002692.1,813250000.0,2566000000.0,846010000.0,245270000.0,1821900000.0,1868900000.0
Pbr002699.1,59043000.0,,,,,
Pbr002702.1,,,,,,
Pbr002704.1,,536740000.0,692340000.0,743490000.0,1059800000.0,949300000.0
Pbr002705.1,1372900000.0,708980000.0,355770000.0,117960000.0,47774000.0,
Pbr002707.1,116520000.0,128740000.0,86906000.0,87127000.0,,74957000.0
Pbr002708.1,,,,,,
Pbr002709.1,1199900000.0,3941600000.0,2327300000.0,3240500000.0,2873500000.0,2845600000.0
Pbr002710.1,182260000.0,1609200000.0,576650000.0,248440000.0,137690000.0,34572000.0
Pbr002714.1,3388900000.0,3821500000.0,4302900000.0,3981300000.0,4591200000.0,5127500000.0
Pbr002715.1,,88360000.0,89896000.0,252240000.0,253560000.0,313010000.0
Pbr002732.3,,,48402000.0,106210000.0,86700000.0,91503000.0
Pbr002736.1,6946000000.0,4232900000.0,3724100000.0,3905100000.0,5170900000.0,4747300000.0
Pbr002737.1,9234500000.0,13784000000.0,14972000000.0,17835000000.0,17521000000.0,17193000000.0
Pbr002738.1,,,,69321000.0,87552000.0,88489000.0
Pbr002743.1,,165630000.0,137900000.0,,243300000.0,
Pbr002748.1,3640000000.0,1695900000.0,488440000.0,93350000.0,19931000.0,23895000.0
Pbr002749.2,14248000000.0,22111000000.0,23168000000.0,25745000000.0,39766000000.0,45326000000.0
Pbr002751.1,1352300000.0,1561500000.0,1555100000.0,1133600000.0,830120000.0,765660000.0
Pbr002756.1,38626000.0,59607000.0,,,,
Pbr002761.1,,,,,,
Pbr002766.1,,272390000.0,198780000.0,512240000.0,370820000.0,
Pbr002771.1,160950000.0,667640000.0,744510000.0,890440000.0,1191000000.0,914890000.0
Pbr002774.1,2345000000.0,3512400000.0,2926400000.0,2662900000.0,2664700000.0,2434900000.0
Pbr002775.1,,142750000.0,231000000.0,483530000.0,961720000.0,958410000.0
Pbr002790.1,1439500000.0,1565900000.0,1349500000.0,842390000.0,700470000.0,520150000.0
Pbr002791.1,1291200000.0,1058500000.0,1018800000.0,233400000.0,2005400000.0,2068100000.0
Pbr002792.1,,,,,,
Pbr002794.1,2750400000.0,2594600000.0,1685900000.0,3227200000.0,2290700000.0,2087600000.0
Pbr002795.1,1002700000.0,1409400000.0,3116200000.0,834950000.0,16325000000.0,14307000000.0
Pbr002799.1,,,,,,
Pbr002800.2,36171000000.0,22454000000.0,34267000000.0,28744000000.0,72084000000.0,78494000000.0
Pbr002804.1,122170000.0,1404200000.0,618910000.0,,,
Pbr002805.1,5058800000.0,2193300000.0,424330000.0,294630000.0,35037000.0,276640000.0
Pbr002806.1,,,,,,
Pbr002809.1,11674000000.0,6184200000.0,5643600000.0,3826600000.0,380330000.0,3307500000.0
Pbr002823.1,725460000.0,697870000.0,1026600000.0,1699400000.0,258020000.0,229360000.0
Pbr002825.1,2543700000.0,1752100000.0,1529800000.0,1296700000.0,1941700000.0,1570700000.0
Pbr002829.1,,,,,,
Pbr002831.1,,,,,,
Pbr002834.1,16839000000.0,30952000000.0,20633000000.0,7137800000.0,2479800000.0,917170000.0
Pbr002835.1,1717700000.0,943400000.0,731940000.0,721540000.0,831130000.0,593450000.0
Pbr002838.1,,,,,,
Pbr002840.1,,,32605000.0,55863000.0,,63324000.0
Pbr002842.1,3847100000.0,3263700000.0,2302100000.0,2501500000.0,2086200000.0,2756800000.0
Pbr002844.2,664310000.0,563430000.0,487780000.0,468320000.0,168970000.0,693550000.0
Pbr002850.1,259240000.0,172420000.0,,597360000.0,336360000.0,306110000.0
Pbr002853.1,,,,,,
Pbr002855.1,,,,,,
Pbr002858.3,,54218000.0,55561000.0,65104000.0,118920000.0,102690000.0
Pbr002862.1,249810000.0,263200000.0,221040000.0,117820000.0,66263000.0,96257000.0
Pbr002864.1,,,,33028000.0,110920000.0,43260000.0
Pbr002865.1,,,,,,
Pbr002866.1,123860000.0,412270000.0,997630000.0,783960000.0,379280000.0,669460000.0
Pbr002867.1,,71763000.0,120890000.0,,,
Pbr002873.1,,,,,,
Pbr002878.1,,,,,,
Pbr002880.1,,,,,,
Pbr002881.1,,,,,,
Pbr002886.1,6801300000.0,2366200000.0,1373300000.0,568350000.0,1050900000.0,351880000.0
Pbr002887.1,,144910000.0,152190000.0,142690000.0,,165420000.0
Pbr002888.1,1866600000.0,2200500000.0,3846300000.0,4221500000.0,2649900000.0,2370800000.0
Pbr002889.2,130200000.0,139940000.0,107440000.0,130270000.0,217990000.0,210580000.0
Pbr002890.1,47591000.0,85076000.0,360780000.0,2288500000.0,329590000.0,16318000.0
Pbr002893.1,,6245200.0,,,,
Pbr002895.1,103790000.0,198160000.0,153850000.0,105770000.0,,67761000.0
Pbr002896.1,,122070000.0,142290000.0,106800000.0,60557000.0,
Pbr002897.1,6260800000.0,6492200000.0,6395900000.0,5185800000.0,6713300000.0,5302900000.0
Pbr002898.1,470180000.0,757460000.0,882730000.0,1208900000.0,1847900000.0,1742700000.0
Pbr002899.1,,,,163110000.0,414860000.0,492240000.0
Pbr002900.1,333920000.0,344880000.0,467050000.0,366620000.0,390070000.0,424860000.0
Pbr002901.1,2873900000.0,2918500000.0,966630000.0,200480000.0,,
Pbr002904.1,901780000.0,444970000.0,517160000.0,923280000.0,701730000.0,860870000.0
Pbr002905.1,4687200000.0,2087500000.0,764730000.0,510480000.0,,24962000.0
Pbr002907.1,1522000000.0,2959600000.0,2481600000.0,2647800000.0,1881900000.0,2586800000.0
Pbr002909.1,,,,,,
Pbr002910.1,1564400000.0,1150700000.0,397260000.0,181900000.0,,22134000.0
Pbr002912.1,,,,,,
Pbr002915.1,150440000.0,170360000.0,104180000.0,106350000.0,73060000.0,49134000.0
Pbr002917.2,23230000.0,22237000.0,,28272000.0,,
Pbr002919.1,310670000.0,216120000.0,116860000.0,,,
Pbr002920.1,5371800000.0,3133800000.0,3501700000.0,4716900000.0,3577900000.0,3868900000.0
Pbr002921.1,1433700000.0,806590000.0,873830000.0,864060000.0,590290000.0,618300000.0
Pbr002922.1,30438000.0,,,,,
Pbr002926.1,6684000000.0,1824200000.0,1054400000.0,1231700000.0,,
Pbr002929.1,131850000.0,51878000.0,207390000.0,677180000.0,536990000.0,1592500000.0
Pbr002932.1,111130000.0,135160000.0,115500000.0,63240000.0,56592000.0,
Pbr002942.1,,,,,,
Pbr002950.1,10613000000.0,20824000000.0,53248000000.0,49623000000.0,7830000000.0,13413000000.0
Pbr002956.1,99346000.0,54422000.0,,,,
Pbr002961.1,,501720000.0,,383090000.0,467310000.0,314220000.0
Pbr002962.1,8542300000.0,5516200000.0,3302300000.0,2499900000.0,987390000.0,1691500000.0
Pbr002967.1,43153000.0,60461000.0,,69070000.0,78292000.0,113850000.0
Pbr002968.1,139620000.0,163750000.0,197710000.0,143440000.0,,
Pbr002969.1,48473000000.0,34420000000.0,45473000000.0,70532000000.0,95556000000.0,50417000000.0
Pbr002970.1,1123800000.0,3940500000.0,4368900000.0,3580900000.0,2725500000.0,1878700000.0
Pbr002971.1,,,,,,
Pbr002973.1,2642500000.0,2410000000.0,6170700000.0,6903900000.0,13705000000.0,13852000000.0
Pbr002977.1,163660000.0,207470000.0,,,,
Pbr002979.1,174200000.0,13487000.0,,,,
Pbr002981.1,836750000.0,259160000.0,284570000.0,,425110000.0,399270000.0
Pbr002984.1,,,,,,
Pbr002985.1,,,,,,
Pbr002996.1,,,,,,
Pbr002997.1,547180000.0,301680000.0,624350000.0,503150000.0,600350000.0,415200000.0
Pbr002998.2,6896700000.0,3894100000.0,2835100000.0,2625900000.0,5030100000.0,4298600000.0
Pbr002999.1,,,,,,
Pbr003000.1,,,,,,
Pbr003002.1,,,,,,
Pbr003004.1,,,,,,
Pbr003006.1,74970000.0,29472000.0,50769000.0,60093000.0,37811000.0,
Pbr003008.1,720020000.0,1050100000.0,1339900000.0,820950000.0,140220000.0,42644000.0
Pbr003013.1,1185600000.0,683310000.0,429280000.0,447090000.0,134650000.0,79422000.0
Pbr003017.1,1528100000.0,1017100000.0,1401400000.0,1784100000.0,2140000000.0,2536100000.0
Pbr003018.1,150630000.0,438420000.0,230340000.0,119240000.0,52280000.0,
Pbr003019.1,6877400000.0,3947100000.0,2903900000.0,1911600000.0,1106100000.0,1471700000.0
Pbr003020.1,111360000.0,,61645000.0,,,
Pbr003021.2,146840000.0,,90058000.0,,,
Pbr003023.1,,80851000.0,66413000.0,,,63060000.0
Pbr003026.1,969160000.0,852080000.0,522520000.0,394360000.0,648840000.0,920800000.0
Pbr003027.1,,,,,,98942000.0
Pbr003028.1,,,,48947000.0,,71127000.0
Pbr003029.2,,,,,,
Pbr003030.1,,,,,,
Pbr003034.1,4478300000.0,2002700000.0,1619800000.0,1595200000.0,608990000.0,1067500000.0
Pbr003037.1,34398000000.0,48443000000.0,7351900000.0,363320000.0,27206000.0,
Pbr003038.1,90276000.0,164200000.0,124390000.0,,,
Pbr003041.1,64052000.0,54101000.0,,,,
Pbr003044.1,37466000.0,58238000.0,125740000.0,101370000.0,66120000.0,
Pbr003045.2,1800700000.0,956480000.0,934890000.0,1091100000.0,935110000.0,866600000.0
Pbr003049.1,1390900000.0,1871900000.0,1748400000.0,1344300000.0,1229900000.0,1189800000.0
Pbr003053.1,,62089000.0,58302000.0,189980000.0,,79861000.0
Pbr003055.1,22500000000.0,9767300000.0,10140000000.0,10950000000.0,5201200000.0,8071600000.0
Pbr003056.1,,,,143670000.0,,
Pbr003057.1,1534700000.0,1535500000.0,4552200000.0,2255100000.0,185140000.0,1449400000.0
Pbr003059.1,,,,,,
Pbr003062.1,4392000000.0,8296700000.0,11908000000.0,14183000000.0,10587000000.0,8295000000.0
Pbr003063.1,,,,,,
Pbr003064.1,251790000.0,368960000.0,193360000.0,49851000.0,,
Pbr003066.1,,,,,,
Pbr003067.1,148640000.0,286950000.0,362840000.0,252040000.0,545790000.0,811540000.0
Pbr003071.1,,,,,,
Pbr003073.1,94259000.0,64078000.0,43595000.0,43897000.0,,
Pbr003074.1,521980000.0,603430000.0,577420000.0,1973600000.0,2439000000.0,2582000000.0
Pbr003076.1,670460000.0,1129800000.0,1115700000.0,1391300000.0,745810000.0,967100000.0
Pbr003078.1,6545700000.0,3726300000.0,4595200000.0,6011400000.0,3271800000.0,5597500000.0
Pbr003079.1,,,,,,
Pbr003081.1,,,,,,
Pbr003082.1,2082100000.0,1987500000.0,984880000.0,88493000.0,,
Pbr003083.1,,,,,,
Pbr003084.1,,,,,,
Pbr003085.1,,,,,33431000.0,
Pbr003086.1,701490000.0,560360000.0,1520200000.0,6712300000.0,8754600000.0,11210000000.0
Pbr003087.1,4625600000.0,2933000000.0,4904600000.0,10399000000.0,16623000000.0,22787000000.0
Pbr003088.1,,300610000.0,279000000.0,1253800000.0,1100800000.0,1116600000.0
Pbr003089.1,601050000.0,1045000000.0,4393500000.0,1581400000.0,1975700000.0,1432100000.0
Pbr003091.1,145320000.0,202920000.0,192660000.0,173680000.0,68180000.0,187440000.0
Pbr003092.1,49443000.0,104750000.0,256870000.0,505040000.0,670170000.0,719210000.0
Pbr003093.4,,,,,,
Pbr003094.1,43253000000.0,80289000000.0,61482000000.0,81330000000.0,110940000000.0,93306000000.0
Pbr003095.1,,,,,,
Pbr003096.1,,,,,,
Pbr003099.1,,,,,,
Pbr003100.1,32486000000.0,29484000000.0,25718000000.0,15326000000.0,9172900000.0,11893000000.0
Pbr003101.1,3244100000.0,1408600000.0,1537900000.0,1884100000.0,979560000.0,1676500000.0
Pbr003102.1,,337840000.0,405150000.0,359040000.0,584380000.0,374090000.0
Pbr003103.1,126940000.0,135050000.0,117010000.0,195810000.0,216460000.0,253350000.0
Pbr003104.1,,,,,,
Pbr003106.1,669710000.0,1464900000.0,2801400000.0,4243200000.0,5666700000.0,3464500000.0
Pbr003107.1,5116200000.0,9280600000.0,11681000000.0,16457000000.0,18566000000.0,17693000000.0
Pbr003112.1,251730000.0,394740000.0,294780000.0,299290000.0,544480000.0,352220000.0
Pbr003113.1,103860000.0,443470000.0,253230000.0,91975000.0,,984630000.0
Pbr003114.1,,,,79344000.0,,
Pbr003117.1,,500440000.0,980890000.0,5541900000.0,10833000000.0,13492000000.0
Pbr003118.1,3308600000.0,4232900000.0,3412900000.0,2419300000.0,3172000000.0,2571000000.0
Pbr003128.1,11553000000.0,16911000000.0,25171000000.0,20675000000.0,2744800000.0,2191500000.0
Pbr003130.1,10025000000.0,13685000000.0,9317600000.0,5390300000.0,3035700000.0,2343100000.0
Pbr003131.1,,56914000.0,95690000.0,168980000.0,46672000.0,61505000.0
Pbr003132.1,77230000.0,62692000.0,118420000.0,382010000.0,544370000.0,285360000.0
Pbr003135.1,2430000000.0,3543700000.0,3215800000.0,4083000000.0,7150700000.0,5730400000.0
Pbr003139.1,786900000.0,1971700000.0,1100000000.0,426170000.0,431360000.0,182920000.0
Pbr003140.1,,62316000.0,56100000.0,75750000.0,125160000.0,89197000.0
Pbr003141.1,446440000.0,341610000.0,774990000.0,598740000.0,4089500000.0,4400700000.0
Pbr003142.1,,41850000.0,,,,
Pbr003143.1,250280000.0,1229400000.0,541310000.0,1105000000.0,1098200000.0,1554900000.0
Pbr003144.1,,,,,,
Pbr003146.1,95394000.0,117430000.0,,,,
Pbr003147.1,,52245000.0,,,,
Pbr003153.2,,165880000.0,104960000.0,200100000.0,282990000.0,326080000.0
Pbr003154.1,,8804000.0,11555000.0,2986700.0,2603700.0,
Pbr003155.1,,,,,,
Pbr003156.1,4640900000.0,1562900000.0,7507700000.0,2271000000.0,3647600000.0,2016500000.0
Pbr003158.1,1637800000.0,2585400000.0,2403400000.0,1826600000.0,1089900000.0,1134200000.0
Pbr003160.1,,,,,,
Pbr003161.1,,,,48618000.0,,35246000.0
Pbr003164.1,,,,27388000.0,,
Pbr003165.1,,,,,,
Pbr003167.1,31630000.0,33534000.0,,,,
Pbr003172.1,1147300000.0,1014300000.0,263670000.0,518000000.0,262260000.0,132010000.0
Pbr003173.1,389580000.0,177340000.0,109400000.0,,,
Pbr003174.1,1899700000.0,839860000.0,501930000.0,205910000.0,,
Pbr003175.1,694960000.0,1018900000.0,879120000.0,538880000.0,101800000.0,149490000.0
Pbr003182.1,,99411000.0,,,81532000.0,65020000.0
Pbr003184.1,552230000.0,390160000.0,305330000.0,203670000.0,275730000.0,248690000.0
Pbr003185.1,6266100000.0,3363300000.0,4226000000.0,5705800000.0,6501200000.0,7642800000.0
Pbr003186.1,9529400000.0,10689000000.0,9003900000.0,12102000000.0,18130000000.0,16498000000.0
Pbr003187.1,7695000000.0,11340000000.0,8101700000.0,7557300000.0,8347100000.0,5596800000.0
Pbr003188.1,4508400000.0,3764500000.0,2716200000.0,,,
Pbr003189.1,742590000.0,243770000.0,,,212640000.0,275170000.0
Pbr003191.1,,180430000.0,114580000.0,89270000.0,148850000.0,
Pbr003192.1,210310000.0,621230000.0,521310000.0,388240000.0,447210000.0,338970000.0
Pbr003194.1,,129200000.0,,,,
Pbr003196.1,,,,,,
Pbr003197.1,34840000.0,22555000.0,30528000.0,,,
Pbr003199.1,,,,,,
Pbr003204.1,,78834000.0,,69706000.0,88722000.0,195840000.0
Pbr003210.1,99699000.0,17904000.0,237080000.0,168550000.0,428200000.0,328040000.0
Pbr003212.1,243070000.0,203940000.0,,,,56060000.0
Pbr003222.1,120550000.0,224680000.0,128840000.0,79365000.0,381920000.0,301700000.0
Pbr003223.1,82222000.0,95737000.0,355450000.0,143920000.0,338170000.0,282990000.0
Pbr003228.2,293710000.0,691540000.0,504820000.0,346630000.0,179380000.0,367270000.0
Pbr003229.1,2287400000.0,973900000.0,560900000.0,409150000.0,,181360000.0
Pbr003230.1,47955000.0,,,,,
Pbr003233.1,1213300000.0,662010000.0,481030000.0,476510000.0,571170000.0,402220000.0
Pbr003235.1,9803300000.0,13971000000.0,14236000000.0,15704000000.0,20714000000.0,17132000000.0
Pbr003237.1,57925000.0,90600000.0,82076000.0,,,64330000.0
Pbr003241.1,,,,,,
Pbr003243.3,,63146000.0,59753000.0,154590000.0,,90228000.0
Pbr003244.1,,,,,,
Pbr003245.1,483970000.0,839090000.0,368520000.0,49911000.0,94282000.0,66380000.0
Pbr003246.1,,,,,,
Pbr003248.1,,180090000.0,,100000000.0,,
Pbr003253.1,2701100000.0,7352900000.0,4971400000.0,3083000000.0,2311700000.0,3796200000.0
Pbr003254.1,,52892000.0,,,,
Pbr003256.2,,,,,,
Pbr003258.1,7773600000.0,5239400000.0,4106000000.0,4937000000.0,340130000.0,1781300000.0
Pbr003261.1,360700000.0,511810000.0,297600000.0,67851000.0,,
Pbr003264.1,334080000.0,640010000.0,294330000.0,250490000.0,280660000.0,249330000.0
Pbr003268.1,985610000.0,1326500000.0,1214500000.0,1340500000.0,827250000.0,1192200000.0
Pbr003269.2,1169800000.0,1675500000.0,1644400000.0,1950300000.0,2005300000.0,1973800000.0
Pbr003270.1,241530000.0,254620000.0,65948000.0,,,
Pbr003277.1,112250000.0,,,,,
Pbr003279.1,,,,,,
Pbr003280.1,,59310000.0,,,,
Pbr003293.1,,,,,,
Pbr003294.1,,,,,,
Pbr003296.1,,21471000.0,28551000.0,21654000.0,,9232300.0
Pbr003303.1,3614000000.0,5734100000.0,3141700000.0,752110000.0,39960000.0,273830000.0
Pbr003304.5,6820000000.0,13230000000.0,17142000000.0,18828000000.0,22611000000.0,24192000000.0
Pbr003305.1,298630000.0,222810000.0,224880000.0,80951000.0,252180000.0,383070000.0
Pbr003307.1,633420000.0,986610000.0,764930000.0,110170000.0,335440000.0,
Pbr003308.1,151980000.0,20482000.0,,,,
Pbr003311.1,,2784400000.0,,,,
Pbr003312.1,69059000000.0,44959000000.0,56565000000.0,93798000000.0,93937000000.0,110950000000.0
Pbr003316.1,61618000.0,,26733000.0,,,
Pbr003317.1,,,,,,
Pbr003319.1,,,,,,
Pbr003336.1,177330000.0,194290000.0,,,,
Pbr003340.1,1057700000.0,346920000.0,655460000.0,1332700000.0,846390000.0,661230000.0
Pbr003341.1,4657000000.0,3333200000.0,2516000000.0,1630200000.0,100040000.0,346840000.0
Pbr003345.1,498250000.0,658200000.0,1572800000.0,2739800000.0,1723200000.0,1695000000.0
Pbr003346.1,2128200000.0,2321400000.0,2356400000.0,1303600000.0,1563500000.0,1698800000.0
Pbr003347.1,10879000000.0,9426000000.0,10710000000.0,6169900000.0,11092000000.0,16413000000.0
Pbr003350.1,752160000.0,571020000.0,1363100000.0,800740000.0,1391000000.0,718370000.0
Pbr003351.1,21626000000.0,25735000000.0,27730000000.0,36431000000.0,47185000000.0,38071000000.0
Pbr003354.1,,,,,,
Pbr003355.1,,,,,35895000.0,
Pbr003356.1,,120310000.0,,,,
Pbr003360.2,8620000000.0,6041000000.0,6356600000.0,5068200000.0,1579400000.0,1519900000.0
Pbr003361.1,,211250000.0,,,174830000.0,
Pbr003362.2,451460000.0,207530000.0,188940000.0,447640000.0,452600000.0,412320000.0
Pbr003363.1,,,,,,
Pbr003365.1,,,,,,
Pbr003366.1,359940000.0,410270000.0,1055800000.0,209390000.0,296610000.0,128780000.0
Pbr003367.1,326470000.0,719850000.0,408230000.0,790100000.0,267970000.0,688330000.0
Pbr003368.1,,,,,,
Pbr003369.1,,,,50861000.0,,
Pbr003370.1,,,,,,
Pbr003375.1,1473600000.0,1694400000.0,2123900000.0,2897200000.0,3036500000.0,4460200000.0
Pbr003376.1,,,,,,
Pbr003388.1,,,,,,
Pbr003391.1,1369500000.0,463870000.0,393750000.0,247990000.0,187890000.0,93503000.0
Pbr003394.1,,,,,,
Pbr003395.1,162700000.0,99458000.0,112500000.0,65704000.0,,
Pbr003398.1,,,,,,
Pbr003402.1,,,,,,
Pbr003405.1,15342000000.0,13439000000.0,17253000000.0,19548000000.0,10300000000.0,9828300000.0
Pbr003416.1,,,,,,
Pbr003418.1,,,,,174300000.0,
Pbr003419.1,,,,,400540000.0,
Pbr003429.1,,,,,,
Pbr003436.1,5342900000.0,3622700000.0,2047900000.0,1806000000.0,698130000.0,1327700000.0
Pbr003439.1,,,,,,
Pbr003443.1,,,,,,
Pbr003446.1,911510000.0,612250000.0,631040000.0,212960000.0,159600000.0,136430000.0
Pbr003447.1,,69672000.0,,,,
Pbr003449.1,17714000000.0,13805000000.0,15039000000.0,23255000000.0,11248000000.0,8014600000.0
Pbr003451.1,3641900000.0,6301900000.0,5867900000.0,4825400000.0,5292600000.0,4388900000.0
Pbr003453.1,,64603000.0,54045000.0,,,
Pbr003455.1,266020000.0,1087300000.0,856370000.0,536120000.0,1433500000.0,1366400000.0
Pbr003456.1,229080000.0,593750000.0,82971000.0,49894000.0,,5241400000.0
Pbr003457.1,,,155920000.0,,,
Pbr003463.1,,,,,,
Pbr003468.1,313490000.0,63355000.0,,169910000.0,,75334000.0
Pbr003474.1,5829200000.0,2205800000.0,681030000.0,432900000.0,,338300000.0
Pbr003475.1,,,,,,
Pbr003476.1,1150100000.0,4666600000.0,5286300000.0,5489100000.0,,5285500000.0
Pbr003478.1,4532600000.0,3308800000.0,2432500000.0,2171200000.0,2216800000.0,2586200000.0
Pbr003479.1,,314100000.0,111530000.0,183650000.0,,
Pbr003481.1,,,,,,
Pbr003482.1,784380000.0,412020000.0,298320000.0,206810000.0,,107000000.0
Pbr003488.1,756310000.0,999140000.0,124140000.0,,,
Pbr003495.1,,,,,,
Pbr003499.1,700860000.0,624160000.0,377280000.0,333610000.0,165200000.0,134040000.0
Pbr003500.1,1254300000.0,3148200000.0,218230000.0,,,
Pbr003502.1,,,,,,
Pbr003505.1,17286000000.0,9807600000.0,10841000000.0,14425000000.0,13924000000.0,12531000000.0
Pbr003506.1,,,,100080000.0,,
Pbr003510.1,,,,,,
Pbr003515.1,298120000.0,208660000.0,268570000.0,462140000.0,476580000.0,485270000.0
Pbr003516.1,,,,,,
Pbr003518.1,,,,,,
Pbr003520.1,,,,,,
Pbr003528.1,12169000000.0,17668000000.0,13034000000.0,9111100000.0,11039000000.0,10894000000.0
Pbr003529.1,329090000.0,905870000.0,502560000.0,359110000.0,231750000.0,218000000.0
Pbr003535.2,9792000000.0,8638600000.0,6678300000.0,8506400000.0,9374400000.0,9329100000.0
Pbr003546.1,,,,,241490000.0,
Pbr003547.1,,15801000.0,,536780000.0,2371200000.0,2683100000.0
Pbr003549.1,6444200000.0,4107000000.0,3750200000.0,3174200000.0,3318500000.0,3551600000.0
Pbr003550.1,827750000.0,793600000.0,757640000.0,1166100000.0,771980000.0,964260000.0
Pbr003551.2,2602700000.0,1391700000.0,865200000.0,716330000.0,965520000.0,895480000.0
Pbr003552.1,133740000.0,764140000.0,1137900000.0,901320000.0,754900000.0,826600000.0
Pbr003553.1,,,,,,
Pbr003554.1,3835300000.0,2157600000.0,1782000000.0,1675300000.0,1720600000.0,1530400000.0
Pbr003555.1,,101450000.0,86822000.0,2099500000.0,6389500000.0,29658000000.0
Pbr003556.1,,,,629510000.0,1964500000.0,7637100000.0
Pbr003564.1,,,,,,
Pbr003568.1,1124400000.0,942190000.0,673970000.0,221070000.0,123720000.0,81348000.0
Pbr003569.1,207100000.0,615350000.0,,,,
Pbr003570.1,,,,,,
Pbr003573.1,24838000000.0,25898000000.0,27886000000.0,29136000000.0,35192000000.0,35689000000.0
Pbr003580.1,36453000000.0,26869000000.0,46484000000.0,50470000000.0,37464000000.0,56932000000.0
