Gene,FT 15d,FT 25d,FT 55d,FT 85d,FT 115d,FS 145d
Pbr024532.1,1715000000.0,2228800000.0,1745900000.0,630370000.0,,
Pbr024534.1,2714200000.0,2708100000.0,1740200000.0,2772300000.0,3345200000.0,3180800000.0
Pbr024535.3,1510000000.0,2944300000.0,2714900000.0,2367800000.0,1706600000.0,1405700000.0
Pbr024540.1,,,,,,
Pbr024541.3,766850000.0,1028900000.0,690090000.0,370090000.0,168250000.0,220360000.0
Pbr024546.1,87269000.0,,,,,
Pbr024547.1,,,,,,
Pbr024548.1,1425100000.0,907640000.0,1301000000.0,1881700000.0,2367800000.0,2007000000.0
Pbr024549.1,,,,,,
Pbr024553.1,789130000.0,1786900000.0,3911300000.0,6505300000.0,15806000000.0,14604000000.0
Pbr024556.1,185920000.0,305640000.0,751840000.0,1188100000.0,2254300000.0,1224700000.0
Pbr024562.1,1901500000.0,2435300000.0,2066700000.0,5607800000.0,3765600000.0,6640600000.0
Pbr024566.1,,,,,,57317000.0
Pbr024567.2,968590000.0,463970000.0,473130000.0,437200000.0,343820000.0,351730000.0
Pbr024569.1,1330300000.0,1915800000.0,2137400000.0,4992800000.0,4605900000.0,4678500000.0
Pbr024572.1,378340000.0,1141600000.0,2050000000.0,362440000.0,65380000.0,
Pbr024573.1,,,,,,
Pbr024574.1,,,49265000.0,,,
Pbr024576.2,205470000.0,151130000.0,,140510000.0,,
Pbr024577.1,63823000.0,,13084000.0,18601000.0,72007000.0,3029400000.0
Pbr024578.1,,,,53035000.0,,97387000.0
Pbr024584.1,,47546000.0,44906000.0,51987000.0,34799000.0,
Pbr024585.1,214660000.0,167650000.0,220400000.0,444710000.0,188680000.0,
Pbr024587.1,,,,,,
Pbr024588.1,,,,30167000.0,40850000.0,
Pbr024592.1,149620000.0,170760000.0,80782000.0,,,54093000.0
Pbr024593.1,2168200000.0,2481600000.0,2243900000.0,793070000.0,1152600000.0,822950000.0
Pbr024598.1,3128100000.0,2710100000.0,3627000000.0,3351300000.0,3217500000.0,3389800000.0
Pbr024600.1,21215000000.0,14518000000.0,11896000000.0,9754100000.0,6179600000.0,6725600000.0
Pbr024602.1,,66082000.0,,,67529000.0,107100000.0
Pbr024612.1,,,,,,
Pbr024613.1,,,,,,
Pbr024618.1,14002000000.0,42388000000.0,31045000000.0,23967000000.0,23035000000.0,19102000000.0
Pbr024622.1,44944000000.0,22488000000.0,19786000000.0,35285000000.0,19244000000.0,21598000000.0
Pbr024628.1,134930000.0,275300000.0,56066000.0,26012000.0,,273780000.0
Pbr024639.1,,,,,,
Pbr024640.1,2955700000.0,1922500000.0,2175500000.0,4794400000.0,5530900000.0,3036800000.0
Pbr024645.1,,538960000.0,,,,
Pbr024647.1,3247300000.0,1351800000.0,408360000.0,148210000.0,,
Pbr024648.1,7864000000.0,6730900000.0,9152500000.0,8018100000.0,10722000000.0,13585000000.0
Pbr024649.1,3118600000.0,1783500000.0,2183700000.0,2552000000.0,1812400000.0,2467700000.0
Pbr024650.2,,,,,,
Pbr024654.1,10908000000.0,14078000000.0,14607000000.0,19660000000.0,24229000000.0,30017000000.0
Pbr024655.1,49366000.0,161590000.0,319040000.0,442110000.0,619420000.0,689030000.0
Pbr024656.1,,,,,,
Pbr024657.1,198500000.0,425610000.0,254480000.0,212740000.0,262690000.0,333860000.0
Pbr024658.1,,,1121200000.0,1397100000.0,888170000.0,1899400000.0
Pbr024660.1,,,,,,
Pbr024662.1,,,,,,
Pbr024664.1,,,,,,
Pbr024667.1,,,,,,
Pbr024668.1,165210000.0,676980000.0,1559100000.0,1089500000.0,455050000.0,118040000.0
Pbr024675.1,,,,,,
Pbr024676.1,,,,,,
Pbr024682.1,271650000.0,306310000.0,175680000.0,39343000.0,,
Pbr024685.1,617020000.0,694110000.0,732960000.0,767940000.0,178010000.0,540730000.0
Pbr024686.1,79808000.0,80461000.0,188770000.0,56695000.0,,
Pbr024687.1,,56527000.0,,,,
Pbr024689.1,,,,,,
Pbr024690.1,,,,,,
Pbr024692.2,9242500000.0,12767000000.0,13575000000.0,13540000000.0,15189000000.0,15204000000.0
Pbr024693.1,561350000.0,259590000.0,259320000.0,102780000.0,,101820000.0
Pbr024694.1,179380000.0,314540000.0,370440000.0,320630000.0,118260000.0,176610000.0
Pbr024697.1,806630000.0,465070000.0,265670000.0,54943000.0,37562000.0,87176000.0
Pbr024699.1,889070000.0,1600800000.0,1078300000.0,1329900000.0,835380000.0,1049200000.0
Pbr024700.1,3755500000.0,2322600000.0,1629200000.0,2897300000.0,1530200000.0,1911800000.0
Pbr024701.2,441110000.0,831860000.0,791940000.0,674640000.0,896340000.0,870050000.0
Pbr024702.2,1052800000.0,756320000.0,570840000.0,521710000.0,261620000.0,235080000.0
Pbr024704.1,1947900000.0,2199700000.0,2847300000.0,1866200000.0,1445400000.0,1399700000.0
Pbr024706.1,,94001000.0,,,,229930000.0
Pbr024707.1,468140000.0,,,,,
Pbr024710.1,,1324500000.0,122570000.0,861670000.0,516170000.0,508660000.0
Pbr024714.1,,83953000.0,73780000.0,63856000.0,,44388000.0
Pbr024715.1,,49800000.0,55586000.0,,,
Pbr024716.1,204140000.0,1378500000.0,4178600000.0,3728800000.0,12961000000.0,11310000000.0
Pbr024717.1,,,,,,
Pbr024718.1,,,,,,
Pbr024719.1,,,,,,
Pbr024720.1,1626200000.0,1043900000.0,1077100000.0,1351500000.0,1493300000.0,1446300000.0
Pbr024721.1,674760000.0,634570000.0,612500000.0,117260000.0,2342700000.0,1531000000.0
Pbr024723.3,124530000.0,169380000.0,158640000.0,181850000.0,176750000.0,149310000.0
Pbr024724.1,,,,,,
Pbr024725.2,445880000.0,599280000.0,4312200000.0,15910000000.0,27682000000.0,20970000000.0
Pbr024726.1,9032000000.0,6062200000.0,6702500000.0,4853400000.0,6743000000.0,4218400000.0
Pbr024729.1,1524400000.0,1196800000.0,995780000.0,1861800000.0,1446100000.0,2347600000.0
Pbr024730.1,3101200000.0,4525200000.0,3370500000.0,1913900000.0,1767300000.0,1900300000.0
Pbr024731.1,,,,,,
Pbr024742.1,42954000.0,73150000.0,,25696000.0,,
Pbr024745.1,953830000.0,830920000.0,537840000.0,626800000.0,434970000.0,322140000.0
Pbr024746.1,191330000.0,147090000.0,294740000.0,161200000.0,323860000.0,453230000.0
Pbr024748.1,2389800000.0,3385500000.0,3224600000.0,1521300000.0,589870000.0,593260000.0
Pbr024749.1,,,,,,
Pbr024751.1,5609700000.0,10347000000.0,12342000000.0,15488000000.0,21216000000.0,21528000000.0
Pbr024753.1,1567000000.0,2626300000.0,2401500000.0,1215900000.0,555150000.0,462450000.0
Pbr024754.1,2791300000.0,1938600000.0,1527700000.0,2410300000.0,501600000.0,547370000.0
Pbr024758.1,,92471000.0,69565000.0,82497000.0,,59170000.0
Pbr024761.1,1089400000.0,1161500000.0,1457100000.0,877380000.0,387940000.0,539320000.0
Pbr024762.1,93975000.0,196290000.0,269880000.0,309600000.0,15445000.0,180910000.0
Pbr024764.1,1116000000.0,1280100000.0,1243500000.0,850040000.0,,
Pbr024767.1,,,,,,
Pbr024769.1,137290000.0,272590000.0,144450000.0,15088000.0,50770000.0,64444000.0
Pbr024771.1,,,,,,
Pbr024774.1,,,,,,
Pbr024775.1,,38836000.0,44074000.0,27827000.0,,
Pbr024776.1,1046200000.0,803380000.0,922750000.0,1337100000.0,1725000000.0,1450700000.0
Pbr024777.1,,50947000.0,45722000.0,,,40823000.0
Pbr024780.1,247580000.0,280290000.0,177630000.0,230960000.0,343130000.0,493890000.0
Pbr024781.1,126000000000.0,68071000000.0,52053000000.0,56822000000.0,38944000000.0,55090000000.0
Pbr024783.1,324340000.0,126890000.0,160900000.0,124920000.0,182320000.0,160360000.0
Pbr024784.1,201860000.0,246310000.0,127790000.0,,,171970000.0
Pbr024785.1,,87715000.0,82491000.0,52053000.0,,
Pbr024786.1,,,,,,
Pbr024789.1,,,,,,
Pbr024792.1,82017000.0,73442000.0,74371000.0,,,70954000.0
Pbr024794.1,482130000.0,354490000.0,353530000.0,259790000.0,259880000.0,205300000.0
Pbr024808.1,,701500000.0,1099200000.0,944980000.0,1447000000.0,
Pbr024815.4,,,,,,
Pbr024816.1,,19608000.0,60071000.0,39780000.0,,
Pbr024817.1,300750000.0,336280000.0,371660000.0,374290000.0,592460000.0,628370000.0
Pbr024818.1,,,,,208000000.0,125080000.0
Pbr024820.1,87547000.0,179710000.0,129350000.0,,174580000.0,
Pbr024824.1,70684000.0,327810000.0,484490000.0,823650000.0,261880000.0,150270000.0
Pbr024825.1,99001000.0,82957000.0,84279000.0,43832000.0,,
Pbr024829.1,46102000.0,,,,,
Pbr024831.1,202430000.0,117930000.0,,,,
Pbr024832.1,8445100000.0,9057000000.0,13559000000.0,9004000000.0,1288200000.0,642450000.0
Pbr024833.1,849490000.0,1026400000.0,293110000.0,222380000.0,,125470000.0
Pbr024839.1,,,,,,
Pbr024841.1,554800000.0,212920000.0,828980000.0,399690000.0,808660000.0,1071600000.0
Pbr024842.2,,,,,,
Pbr024844.1,11614000000.0,8473100000.0,10983000000.0,11846000000.0,8699700000.0,7741600000.0
Pbr024845.1,,,,,,
Pbr024846.1,,,204610000.0,,,
Pbr024847.1,91833000.0,156920000.0,171400000.0,47302000.0,251390000.0,
Pbr024848.1,454520000.0,211910000.0,225290000.0,179660000.0,229370000.0,184000000.0
Pbr024850.1,,99830000.0,,,,
Pbr024851.1,639430000.0,149200000.0,171620000.0,,,
Pbr024852.1,,,,,23316000.0,
Pbr024855.1,578980000.0,528980000.0,607430000.0,805970000.0,73887000.0,131570000.0
Pbr024857.1,,53758000.0,,,,
Pbr024858.1,270440000.0,228150000.0,179350000.0,266060000.0,141540000.0,167370000.0
Pbr024860.2,1664400000.0,3438400000.0,2993300000.0,3146900000.0,3855700000.0,3461600000.0
Pbr024861.1,92526000.0,,,,,
Pbr024863.1,,40755000.0,181700000.0,411300000.0,581500000.0,486690000.0
Pbr024864.1,,,,,,
Pbr024866.1,,,,,,
Pbr024877.1,1375300000.0,1858600000.0,1343800000.0,1710700000.0,1979900000.0,1746500000.0
Pbr024886.1,,,,,,
Pbr024891.1,,,,,,
Pbr024892.1,,,,,,132700000.0
Pbr024896.1,,176480000.0,122790000.0,170310000.0,637150000.0,478260000.0
Pbr024897.1,,,,,,
Pbr024900.1,316740000.0,366200000.0,418810000.0,302720000.0,438660000.0,456210000.0
Pbr024901.1,,,,,,
Pbr024904.1,131030000.0,118440000.0,93249000.0,92458000.0,,43918000.0
Pbr024909.1,,,,,108420000.0,
Pbr024913.1,,4465000.0,,,,
Pbr024914.1,138360000.0,49001000.0,56564000.0,101920000.0,60440000.0,
Pbr024915.1,,,,,,
Pbr024917.1,255860000.0,,,164030000.0,222110000.0,
Pbr024919.1,12274000000.0,8362300000.0,10755000000.0,10361000000.0,6304500000.0,5307000000.0
Pbr024921.1,,61968000.0,,,,
Pbr024924.1,79216000.0,121860000.0,275020000.0,26622000.0,233330000.0,256350000.0
Pbr024929.1,60161000.0,83780000.0,85167000.0,60921000.0,37102000.0,
Pbr024930.1,,,,,,
Pbr024934.1,311320000000.0,225430000000.0,146730000000.0,164140000000.0,116680000000.0,128470000000.0
Pbr024936.1,,,,,,
Pbr024940.1,39779000.0,705930000.0,113540000.0,398100000.0,,957570000.0
Pbr024941.1,692670000.0,360820000.0,252900000.0,115530000.0,,564020000.0
Pbr024942.1,373520000.0,260070000.0,228340000.0,203030000.0,267540000.0,139800000.0
Pbr024944.1,,,,,,
Pbr024946.1,85428000.0,200310000.0,106810000.0,521170000.0,206290000.0,
Pbr024947.1,,,,,,
Pbr024948.1,418350000.0,2297300000.0,1427900000.0,1738600000.0,2189000000.0,2135700000.0
Pbr024949.1,157550000.0,46468000.0,134030000.0,,124470000.0,186460000.0
Pbr024951.1,3159500000.0,1377000000.0,764910000.0,58034000.0,2286200000.0,1744900000.0
Pbr024952.1,,,,,,
Pbr024953.1,413340000.0,610270000.0,75980000.0,,,
Pbr024954.1,174490000.0,265550000.0,198640000.0,,,
Pbr024956.1,5276700000.0,3690000000.0,2375600000.0,1723700000.0,1376800000.0,1307200000.0
Pbr024958.1,,,7392200.0,7039000.0,13439000.0,446640000.0
Pbr024959.1,422280000.0,396540000.0,396600000.0,381390000.0,507810000.0,418450000.0
Pbr024961.1,,,,,,
Pbr024964.1,,,,594030000.0,,449580000.0
Pbr024969.1,5095800000.0,4576600000.0,5707600000.0,6753300000.0,6644200000.0,5054600000.0
Pbr024972.1,93653000.0,303040000.0,504340000.0,3358000000.0,5873200000.0,7426700000.0
Pbr024980.1,,71197000.0,62633000.0,,,
Pbr024981.1,7453900000.0,7195600000.0,7278800000.0,1206400000.0,2342400000.0,3408800000.0
Pbr024982.1,1250400000.0,552560000.0,307890000.0,75490000.0,,
Pbr024984.1,45053000.0,154610000.0,170670000.0,101430000.0,,102010000.0
Pbr024987.1,14517000000.0,9966500000.0,11821000000.0,13838000000.0,12471000000.0,12297000000.0
Pbr024992.1,,,,,,
Pbr024993.1,,70789000.0,64988000.0,64393000.0,,143420000.0
Pbr024994.1,,31541000.0,42315000.0,46779000.0,,
Pbr024995.1,32436000.0,99799000.0,531060000.0,148460000.0,6535700000.0,12368000000.0
Pbr024996.1,430990000.0,556130000.0,1459100000.0,345950000.0,4766600000.0,9081600000.0
Pbr024997.1,,,471750000.0,,62952000.0,
Pbr024998.1,2199300000.0,4326200000.0,10619000000.0,6690800000.0,6594500000.0,26193000000.0
Pbr024999.1,9034400000.0,13218000000.0,43843000000.0,8752500000.0,63708000000.0,54417000000.0
Pbr025000.1,5659900000.0,13377000000.0,42702000000.0,10189000000.0,29445000000.0,56153000000.0
Pbr025003.1,,208690000.0,,114090000.0,,283060000.0
Pbr025004.1,84834000.0,58731000.0,59514000.0,127970000.0,,93064000.0
Pbr025006.1,18563000000.0,32492000000.0,70061000000.0,99300000000.0,126080000000.0,113150000000.0
Pbr025007.1,1199100000.0,2947600000.0,4030400000.0,3985600000.0,7578000000.0,7458000000.0
Pbr025008.1,4235900000.0,11130000000.0,15856000000.0,13545000000.0,13827000000.0,10811000000.0
Pbr025010.1,432430000.0,383790000.0,404840000.0,417420000.0,265730000.0,262610000.0
Pbr025011.1,612140000.0,790110000.0,814800000.0,718850000.0,842090000.0,572370000.0
Pbr025012.2,,113690000.0,187160000.0,179060000.0,200950000.0,111780000.0
Pbr025016.1,221340000.0,743980000.0,715390000.0,789980000.0,416400000.0,822560000.0
Pbr025017.1,45073000.0,61774000.0,25185000.0,,,
Pbr025019.1,,,,,,
Pbr025024.1,,69033000.0,,75672000.0,111350000.0,75827000.0
Pbr025025.1,2895400000.0,820630000.0,476760000.0,904430000.0,642730000.0,844730000.0
Pbr025026.1,,,,,,
Pbr025031.1,,,33251000.0,,10730000.0,
Pbr025034.1,1385800000.0,2086700000.0,1591600000.0,1429600000.0,1438200000.0,1021200000.0
Pbr025039.1,110460000.0,623500000.0,1022900000.0,1343400000.0,1699800000.0,1010100000.0
Pbr025048.1,,,,,,
Pbr025050.1,324140000.0,799990000.0,486510000.0,397370000.0,133680000.0,230610000.0
Pbr025051.1,,,,,,
Pbr025052.1,,171790000.0,67271000.0,57819000.0,,
Pbr025054.1,253660000.0,151470000.0,363850000.0,97311000.0,68752000.0,96529000.0
Pbr025055.1,9972000000.0,6308700000.0,16066000000.0,9299300000.0,2983700000.0,4706200000.0
Pbr025056.1,545330000.0,579650000.0,560300000.0,574180000.0,786140000.0,667960000.0
Pbr025059.1,,,,,,
Pbr025062.1,,,,,,
Pbr025066.1,,,,,,
Pbr025067.1,,,,,,
Pbr025070.1,133770000.0,62071000.0,96663000.0,139460000.0,213810000.0,165260000.0
Pbr025071.2,620800000.0,610020000.0,1098600000.0,1447200000.0,763250000.0,1189200000.0
Pbr025072.1,,,,,,
Pbr025074.1,104210000.0,203850000.0,94148000.0,78193000.0,,55508000.0
Pbr025076.1,,,,,,
Pbr025078.1,20261000000.0,21154000000.0,42187000000.0,95635000000.0,86806000000.0,99154000000.0
Pbr025079.1,,,,,,
Pbr025080.1,,253270000.0,196510000.0,158580000.0,,95874000.0
Pbr025082.1,,,,,,
Pbr025083.1,2744300000.0,3711800000.0,4743700000.0,5350200000.0,7107700000.0,7750600000.0
Pbr025084.1,881090000.0,1064000000.0,775880000.0,538240000.0,252920000.0,339780000.0
Pbr025085.1,213080000.0,235050000.0,267450000.0,117420000.0,,73038000.0
Pbr025086.1,12303000000.0,21767000000.0,28711000000.0,23872000000.0,24563000000.0,19584000000.0
Pbr025087.1,,,,,,
Pbr025088.1,636560000.0,659710000.0,778590000.0,810760000.0,962780000.0,1102500000.0
Pbr025091.1,1729500000.0,634660000.0,362550000.0,423470000.0,,
Pbr025093.1,109460000.0,69421000.0,157300000.0,210390000.0,105030000.0,60100000.0
Pbr025096.1,,,,,,37600000.0
Pbr025097.1,666380000.0,1112400000.0,7623400000.0,1981100000.0,1674600000.0,12965000000.0
Pbr025099.1,,,86048000.0,,,
Pbr025100.1,,,96776000.0,,,
Pbr025102.1,271570000.0,163810000.0,265570000.0,220760000.0,,
Pbr025103.1,155000000.0,89616000.0,70082000.0,65074000.0,,
Pbr025106.1,1849200000.0,658260000.0,769000000.0,491920000.0,80381000.0,177270000.0
Pbr025110.1,178800000.0,129460000.0,52783000.0,,,
Pbr025111.1,2022400000.0,397600000.0,603410000.0,253320000.0,144700000.0,
Pbr025112.1,1417600000.0,1021000000.0,672450000.0,674400000.0,459350000.0,361270000.0
Pbr025113.1,,,,,,46514000.0
Pbr025114.1,,,,,,
Pbr025115.2,6012900000.0,11970000000.0,14209000000.0,10046000000.0,19523000000.0,17567000000.0
Pbr025116.2,,,8614200.0,,,
Pbr025118.1,1274600000.0,2456400000.0,666530000.0,391580000.0,4053500000.0,4760400000.0
Pbr025126.1,16895000.0,,,,,
Pbr025127.1,,105930000.0,87746000.0,137000000.0,58523000.0,99263000.0
Pbr025128.2,612570000.0,362460000.0,261150000.0,238340000.0,179620000.0,173730000.0
Pbr025129.1,,,,,,
Pbr025132.1,,,,,,
Pbr025135.1,435480000.0,790540000.0,542140000.0,257220000.0,1145700000.0,1215500000.0
Pbr025138.1,8587400000.0,5600900000.0,8735600000.0,14241000000.0,17414000000.0,19689000000.0
Pbr025142.1,,,,,,
Pbr025143.2,,131820000.0,119700000.0,66304000.0,,125350000.0
Pbr025144.1,,,,,,
Pbr025145.1,683300000.0,957040000.0,364430000.0,707670000.0,352160000.0,73704000.0
Pbr025146.1,,,,,,
Pbr025147.2,141990000.0,217590000.0,185180000.0,130340000.0,110550000.0,81319000.0
Pbr025149.1,64716000.0,119830000.0,383200000.0,583360000.0,556050000.0,386940000.0
Pbr025162.1,,,,,,
Pbr025168.1,931550000.0,814930000.0,1102700000.0,1308500000.0,1395600000.0,1010100000.0
Pbr025171.1,34972000.0,200090000.0,,,,
Pbr025172.1,,,,,,140590000.0
Pbr025173.1,2059700000.0,4339700000.0,1415100000.0,128640000.0,25942000.0,41037000.0
Pbr025174.1,,,,,,
Pbr025175.2,330250000.0,80144000.0,152830000.0,195740000.0,114100000.0,147850000.0
Pbr025176.1,,,,,,
Pbr025177.4,150760000.0,129500000.0,,,,64136000.0
Pbr025178.1,949180000.0,849990000.0,691250000.0,902020000.0,316080000.0,467410000.0
Pbr025179.1,,,,,,
Pbr025180.1,1041100000.0,872830000.0,502020000.0,565020000.0,767780000.0,495110000.0
Pbr025181.1,2412100000.0,6617000000.0,1408000000.0,,,
Pbr025182.1,5818900000.0,3168000000.0,2953200000.0,4014500000.0,5854100000.0,6621900000.0
Pbr025184.1,37179000.0,67455000.0,74853000.0,,,
Pbr025185.1,1021100000.0,2028300000.0,862430000.0,100630000.0,69273000.0,32681000.0
Pbr025186.1,10065000000.0,7230900000.0,4421800000.0,2628600000.0,3626800000.0,3276300000.0
Pbr025187.1,,48210000.0,,51763000.0,53273000.0,
Pbr025190.1,347050000.0,594060000.0,366700000.0,235940000.0,202290000.0,198550000.0
Pbr025191.1,1205700000.0,540730000.0,143370000.0,64421000.0,500010000.0,47291000.0
Pbr025194.1,115520000.0,96686000.0,158130000.0,137030000.0,,80547000.0
Pbr025195.1,,,,,,
Pbr025196.1,2117800000.0,444590000.0,,,,
Pbr025198.1,4698600000.0,3292400000.0,5695500000.0,6936800000.0,11257000000.0,12128000000.0
Pbr025199.1,72251000.0,,,35148000.0,,
Pbr025200.1,1711500000.0,2139200000.0,1632500000.0,1572200000.0,1580500000.0,1247600000.0
Pbr025201.1,,,,,,
Pbr025205.1,150130000.0,59069000.0,63938000.0,273380000.0,236340000.0,193850000.0
Pbr025208.1,1519900000.0,807400000.0,1227400000.0,1277800000.0,521210000.0,650030000.0
Pbr025209.1,317800000.0,337160000.0,279470000.0,194580000.0,112850000.0,110680000.0
Pbr025212.1,56663000.0,70558000.0,32376000.0,21193000.0,,27406000.0
Pbr025214.1,1135900000.0,1385100000.0,1066800000.0,894090000.0,2106600000.0,1527600000.0
Pbr025215.1,1235500000.0,1139300000.0,681230000.0,715460000.0,325940000.0,245300000.0
Pbr025216.1,152660000.0,251920000.0,299440000.0,324420000.0,249990000.0,232700000.0
Pbr025219.1,722360000.0,1044800000.0,1451200000.0,1552100000.0,2040100000.0,1833600000.0
Pbr025228.1,2268700000.0,1755400000.0,1024700000.0,295130000.0,269080000.0,189960000.0
Pbr025229.1,,19279000.0,,,,
Pbr025230.1,,5400300.0,20426000.0,7880500.0,,
Pbr025235.1,,146860000.0,,,,
Pbr025236.1,,107600000.0,76636000.0,,,
Pbr025237.1,1323900000.0,965830000.0,780580000.0,1274300000.0,831150000.0,800990000.0
Pbr025238.1,6328500000.0,6239900000.0,7515900000.0,7232200000.0,5250500000.0,5522000000.0
Pbr025239.1,,603320000.0,,222530000.0,320490000.0,270520000.0
Pbr025240.1,,,,,,
Pbr025243.1,,,,,,298980000.0
Pbr025245.1,,24075000.0,19561000.0,32965000.0,,25524000.0
Pbr025246.1,145490000.0,143480000.0,65301000.0,73566000.0,107800000.0,85604000.0
Pbr025247.1,7422400000.0,8789400000.0,7627500000.0,1445500000.0,2120400000.0,2146400000.0
Pbr025248.1,615370000.0,679110000.0,436480000.0,353670000.0,561010000.0,230380000.0
Pbr025249.4,432080000.0,963050000.0,809910000.0,2119400000.0,2084800000.0,4727800000.0
Pbr025250.1,445910000.0,726870000.0,415960000.0,364350000.0,482340000.0,309060000.0
Pbr025255.1,,,,,,
Pbr025256.1,,,,,,
Pbr025257.1,,,,,,
Pbr025258.1,269440000.0,121560000.0,,,,
Pbr025262.1,1707100000.0,921330000.0,602940000.0,545460000.0,277160000.0,396570000.0
Pbr025263.1,,,,,,
Pbr025271.1,,,,79935000.0,,
Pbr025275.1,69114000.0,82363000.0,,109560000.0,,73419000.0
Pbr025283.1,216840000.0,110070000.0,162560000.0,91493000.0,233220000.0,425870000.0
Pbr025284.1,10224000000.0,4946900000.0,4485900000.0,3196800000.0,2578400000.0,2741400000.0
Pbr025285.1,708690000.0,115300000.0,184630000.0,66540000.0,33770000.0,
Pbr025287.1,442920000.0,119370000.0,,,,
Pbr025290.1,11433000.0,,,11624000.0,,
Pbr025291.1,1177000000.0,790220000.0,946710000.0,1008300000.0,902740000.0,881560000.0
Pbr025293.1,1920700000.0,788800000.0,690650000.0,1978300000.0,2037900000.0,1400900000.0
Pbr025294.1,3367000000.0,2389200000.0,2711400000.0,3806600000.0,4663700000.0,3350800000.0
Pbr025295.1,1052700000.0,409650000.0,445500000.0,506850000.0,,92781000.0
Pbr025297.1,,,,,,
Pbr025299.1,,,,,,
Pbr025300.1,1833000000.0,1088900000.0,1133600000.0,966540000.0,,796980000.0
Pbr025301.2,,,,,,
Pbr025304.1,175830000.0,466470000.0,264960000.0,,335350000.0,158700000.0
Pbr025305.1,,,,66192000.0,,206570000.0
Pbr025308.1,325580000.0,597820000.0,427620000.0,207930000.0,201160000.0,
Pbr025309.1,141880000.0,118440000.0,79124000.0,83558000.0,132030000.0,
Pbr025311.1,,,,,,
Pbr025312.1,345640000.0,346820000.0,250130000.0,43515000.0,,208090000.0
Pbr025314.1,,,,,,
Pbr025316.1,91274000.0,99582000.0,38911000.0,65638000.0,85606000.0,
Pbr025324.1,,,,,,
Pbr025326.2,,,,50778000.0,,85187000.0
Pbr025327.1,6845500000.0,2055500000.0,2671600000.0,2833500000.0,3960000000.0,4833500000.0
Pbr025330.1,3248400000.0,4286200000.0,3841900000.0,4276900000.0,2326300000.0,1989400000.0
Pbr025331.1,524270000.0,397260000.0,288640000.0,441860000.0,209540000.0,110640000.0
Pbr025332.1,732130000.0,784090000.0,608310000.0,785690000.0,167110000.0,209380000.0
Pbr025337.1,,73235000.0,137450000.0,155210000.0,356710000.0,354930000.0
Pbr025339.1,,,,,,
Pbr025348.1,578670000.0,260260000.0,184760000.0,237880000.0,291970000.0,331400000.0
Pbr025351.1,25570000.0,102940000.0,42339000.0,34538000.0,,
Pbr025355.1,398000000.0,698300000.0,419990000.0,94353000.0,,
Pbr025357.1,,,,78382000.0,58823000.0,
Pbr025358.1,518240000.0,217150000.0,175540000.0,87993000.0,,
Pbr025359.1,,41307000.0,,,,
Pbr025361.1,697600000.0,720480000.0,863770000.0,720980000.0,476440000.0,642160000.0
Pbr025363.1,3702900000.0,2163300000.0,1384300000.0,1859200000.0,1983500000.0,2235500000.0
Pbr025365.1,92639000000.0,4723800000.0,1789100000.0,17153000000.0,111240000000.0,6757200000.0
Pbr025366.1,66901000000.0,2779200000.0,1215500000.0,10031000000.0,75626000000.0,8024200000.0
Pbr025370.1,577210000.0,440390000.0,17787000.0,158250000.0,84082000.0,25773000.0
Pbr025378.1,,,151290000.0,145000000.0,200390000.0,
Pbr025385.2,,,,,,
Pbr025386.1,14129000000.0,8852600000.0,15400000000.0,33344000000.0,14970000000.0,24375000000.0
Pbr025387.1,1458400000.0,2403400000.0,1717100000.0,2999000000.0,7525200000.0,5553400000.0
Pbr025391.1,,,,,,
Pbr025397.1,,,,,,
Pbr025399.1,,,,,,
Pbr025401.1,797740000.0,1143300000.0,305950000.0,,,
Pbr025402.1,301900000.0,351370000.0,91732000.0,,,
Pbr025405.1,1260400000.0,475970000.0,287920000.0,293440000.0,30615000.0,
Pbr025411.2,225870000.0,139160000.0,131650000.0,138040000.0,201830000.0,317330000.0
Pbr025412.1,,395060000.0,37286000.0,,37846000.0,112480000.0
Pbr025413.2,83304000.0,59511000.0,54254000.0,,,
Pbr025425.1,,,,,,
Pbr025429.1,,,,,,
Pbr025430.2,38243000.0,76337000.0,86239000.0,,128890000.0,139270000.0
Pbr025431.1,1814900000.0,1124300000.0,1006300000.0,1266100000.0,899150000.0,1210700000.0
Pbr025432.1,471700000.0,451710000.0,447150000.0,232830000.0,139350000.0,
Pbr025434.1,,,,,,
Pbr025435.1,,,,,,
Pbr025436.1,113820000.0,96658000.0,100020000.0,109790000.0,106040000.0,90376000.0
Pbr025444.1,183660000.0,44797000.0,17071000.0,18803000.0,,59004000.0
Pbr025445.1,,51097000.0,53351000.0,,,
Pbr025447.1,89181000000.0,100100000000.0,119920000000.0,107060000000.0,118220000000.0,134730000000.0
Pbr025448.2,,,,,,
Pbr025449.2,83150000.0,223760000.0,303690000.0,321690000.0,497880000.0,529360000.0
Pbr025451.4,,,,,,
Pbr025454.1,8729700000.0,18997000000.0,21580000000.0,20379000000.0,13267000000.0,12599000000.0
Pbr025459.1,128700000.0,139310000.0,122290000.0,205380000.0,367010000.0,246260000.0
Pbr025460.1,1897500000.0,1513200000.0,1204100000.0,564050000.0,413030000.0,300070000.0
Pbr025462.1,,,45076000.0,44230000.0,,
Pbr025463.1,129280000.0,140510000.0,179550000.0,,55038000.0,
Pbr025466.1,13938000.0,,,,,
Pbr025467.6,,,,,,
