Pbr000002.1	Pbr021614.1	9	65	1	0.1111111111111111	0.015384615384615385
Pbr000015.1	Pbr032869.1	61	64	18	0.29508196721311475	0.28125
Pbr000040.1	Pbr038490.1	61	67	6	0.09836065573770492	0.08955223880597014
Pbr000046.1	Pbr016039.1	14	59	0	0.0	0.0
Pbr000061.1	Pbr001607.1	55	32	3	0.05454545454545454	0.09375
Pbr000085.1	Pbr023616.1	90	181	4	0.044444444444444446	0.022099447513812154
Pbr000091.1	Pbr031955.1	31	15	5	0.16129032258064516	0.3333333333333333
Pbr000110.1	Pbr005242.1	43	21	1	0.023255813953488372	0.047619047619047616
Pbr000115.1	Pbr035618.1	60	37	0	0.0	0.0
Pbr000161.1	Pbr001202.1	112	20	2	0.017857142857142856	0.1
Pbr000203.1	Pbr016334.1	110	43	0	0.0	0.0
Pbr000245.1	Pbr000449.1	45	63	0	0.0	0.0
Pbr000247.1	Pbr027468.1	22	723	6	0.2727272727272727	0.008298755186721992
Pbr000260.1	Pbr022455.1	32	42	2	0.0625	0.047619047619047616
Pbr000282.1	Pbr007330.1	47	18	3	0.06382978723404255	0.16666666666666666
Pbr000309.1	Pbr018591.1	259	44	2	0.007722007722007722	0.045454545454545456
Pbr000395.1	Pbr016761.1	84	65	14	0.16666666666666666	0.2153846153846154
Pbr000444.3	Pbr012848.2	35	31	4	0.11428571428571428	0.12903225806451613
Pbr000467.3	Pbr007709.1	42	40	0	0.0	0.0
Pbr000494.1	Pbr033159.1	19	39	0	0.0	0.0
Pbr000499.1	Pbr004212.1	52	29	0	0.0	0.0
Pbr000511.1	Pbr017829.1	115	158	2	0.017391304347826087	0.012658227848101266
Pbr000518.1	Pbr016107.1	71	54	41	0.5774647887323944	0.7592592592592593
Pbr000552.2	Pbr039425.1	55	55	10	0.18181818181818182	0.18181818181818182
Pbr000554.1	Pbr039142.1	101	34	8	0.07920792079207921	0.23529411764705882
Pbr000583.1	Pbr022127.1	69	43	5	0.07246376811594203	0.11627906976744186
Pbr000598.1	Pbr028815.1	37	37	1	0.02702702702702703	0.02702702702702703
Pbr000604.1	Pbr001612.1	38	24	0	0.0	0.0
Pbr000617.1	Pbr032633.1	31	35	0	0.0	0.0
Pbr000627.2	Pbr040280.1	57	76	42	0.7368421052631579	0.5526315789473685
Pbr000630.1	Pbr003286.1	32	21	0	0.0	0.0
Pbr000631.1	Pbr000667.1	47	19	0	0.0	0.0
Pbr000656.1	Pbr004582.1	26	46	1	0.038461538461538464	0.021739130434782608
Pbr000664.1	Pbr029767.1	30	141	1	0.03333333333333333	0.0070921985815602835
Pbr000721.1	Pbr028960.1	51	37	2	0.0392156862745098	0.05405405405405406
Pbr000735.1	Pbr041078.1	15	85	1	0.06666666666666667	0.011764705882352941
Pbr000737.1	Pbr001612.1	40	24	4	0.1	0.16666666666666666
Pbr000739.1	Pbr001598.1	8	53	1	0.125	0.018867924528301886
Pbr000759.1	Pbr022962.1	53	80	5	0.09433962264150944	0.0625
Pbr000782.1	Pbr003599.1	548	181	2	0.0036496350364963502	0.011049723756906077
Pbr000786.1	Pbr030195.1	83	64	38	0.4578313253012048	0.59375
Pbr000788.1	Pbr030052.1	17	47	2	0.11764705882352941	0.0425531914893617
Pbr000805.1	Pbr033475.1	26	152	5	0.19230769230769232	0.03289473684210526
Pbr000807.1	Pbr041486.1	25	74	3	0.12	0.04054054054054054
Pbr000813.2	Pbr005242.1	57	21	0	0.0	0.0
Pbr000819.1	Pbr016387.1	15	43	4	0.26666666666666666	0.09302325581395349
Pbr000825.1	Pbr020903.1	44	27	0	0.0	0.0
Pbr000826.1	Pbr006296.1	58	44	16	0.27586206896551724	0.36363636363636365
Pbr000828.1	Pbr039503.1	2821	7729	1578	0.5593761077632046	0.20416612757148403
Pbr000834.1	Pbr035689.2	18	10	0	0.0	0.0
Pbr000835.1	Pbr025895.1	33	71	2	0.06060606060606061	0.028169014084507043
