Pbr000071.1	Pbr000068.1	79	147	2	0.02531645569620253	0.013605442176870748
Pbr000118.1	Pbr000116.1	976	60	2	0.0020491803278688526	0.03333333333333333
Pbr000158.1	Pbr000155.1	1043	199	121	0.11601150527325024	0.6080402010050251
Pbr000235.1	Pbr000232.1	18	1574	0	0.0	0.0
Pbr000236.1	Pbr000234.1	303	21	2	0.006600660066006601	0.09523809523809523
Pbr000238.1	Pbr000236.1	281	303	5	0.017793594306049824	0.0165016501650165
Pbr000239.1	Pbr000237.1	24	557	0	0.0	0.0
Pbr000240.1	Pbr000238.1	259	281	179	0.6911196911196911	0.6370106761565836
Pbr000241.1	Pbr000239.1	208	24	1	0.004807692307692308	0.041666666666666664
Pbr000242.1	Pbr000240.1	708	259	8	0.011299435028248588	0.03088803088803089
Pbr000243.1	Pbr000240.1	64	259	4	0.0625	0.015444015444015444
Pbr000244.1	Pbr000239.1	241	24	1	0.004149377593360996	0.041666666666666664
Pbr000254.1	Pbr000252.1	388	264	1	0.002577319587628866	0.003787878787878788
Pbr000268.1	Pbr000261.1	306	727	180	0.5882352941176471	0.24759284731774414
Pbr000344.1	Pbr000342.1	15	99	0	0.0	0.0
Pbr000388.1	Pbr000386.1	1249	680	17	0.013610888710968775	0.025
Pbr000389.1	Pbr000387.1	260	29	4	0.015384615384615385	0.13793103448275862
Pbr000428.1	Pbr000426.1	311	85	22	0.0707395498392283	0.25882352941176473
Pbr000443.1	Pbr000439.1	1276	435	8	0.006269592476489028	0.01839080459770115
Pbr000448.1	Pbr000446.1	315	7	1	0.0031746031746031746	0.14285714285714285
Pbr000455.1	Pbr000453.1	419	52	4	0.00954653937947494	0.07692307692307693
Pbr000456.1	Pbr000454.1	1	24	1	1.0	0.041666666666666664
Pbr000457.1	Pbr000453.1	40	52	1	0.025	0.019230769230769232
Pbr000466.1	Pbr000464.1	1385	544	26	0.018772563176895306	0.04779411764705882
Pbr000468.1	Pbr000466.1	1353	1385	1202	0.8883961566888396	0.867870036101083
Pbr000469.1	Pbr000464.1	55	544	2	0.03636363636363636	0.003676470588235294
Pbr000512.1	Pbr000509.1	757	61	0	0.0	0.0
Pbr000548.1	Pbr000546.1	41	84	1	0.024390243902439025	0.011904761904761904
Pbr000592.1	Pbr000596.1	64	65	0	0.0	0.0
Pbr000596.1	Pbr000599.1	65	282	9	0.13846153846153847	0.031914893617021274
Pbr000628.1	Pbr000632.1	38	107	0	0.0	0.0
