Pbr037846.1,0.8938880890607834,0.882,0.8539727844610733,0.8414747452515637,0.7859151393175126,0.85145
Pbr019030.1,0.8989602208137513,0.8568333333333331,0.8679109954910624,0.8495482491099571,0.7833667308092117,0.851324
Pbr017424.1,0.9999998450279236,0.7735,0.9999999999815834,0.7594267412077802,0.7225758969783783,0.8511
Pbr032775.1,0.9801347136497498,0.761,0.9421057138390649,0.8447607420278462,0.7050744861364364,0.846615
Pbr029279.1,0.9853374838829041,0.8006666666666666,0.9553003175265591,0.7471288345666574,0.7165452420711518,0.840996
Pbr005210.1,0.9999298959970474,0.7791666666666666,0.9498298356877164,0.759426739452516,0.7042307198047638,0.838517
Pbr000122.1,0.8634179174900055,0.9055,0.7969377876573865,0.8300068515594278,0.7885827422142029,0.836889
Pbr022038.1,0.9839397937059402,0.8145,0.929675650532403,0.7305482433315501,0.7240918397903442,0.836551
Pbr024095.2,0.9978752195835113,0.7743333333333333,0.9283178005474145,0.7556419774974891,0.7221653550863266,0.835667
Pbr035890.1,0.8763757407665252,0.8314999999999999,0.8214231517341041,0.8668129089493762,0.7777798533439636,0.834778
Pbr002264.1,0.9865822643041611,0.7915,0.9119128296322782,0.7542522772682276,0.7221653550863266,0.833283
Pbr042613.1,0.9519422888755799,0.7354999999999999,0.96187294551845,0.7466618906866642,0.7688283890485763,0.832961
Pbr013841.1,0.9998979866504669,0.7201666666666665,0.9904471769585854,0.7594266954669202,0.6914036244153976,0.832268
Pbr005447.1,0.8672185599803924,0.8755000000000001,0.8008102239076196,0.8355213533284191,0.773104903101921,0.830431
Pbr007829.1,0.9774934202432632,0.7866666666666668,0.9274151095486346,0.7326475050447476,0.7263258248567581,0.83011
Pbr000324.1,0.9922853648662567,0.6931666666666667,0.9516168401840523,0.7383692155437132,0.7731062650680542,0.829709
Pbr034256.1,0.987433859705925,0.76,0.9391050065844999,0.7395633427290629,0.7219705551862716,0.829615
Pbr029094.1,0.9963124066591262,0.7426666666666668,0.9247417827910211,0.754712699923869,0.7286924630403518,0.829425
