Gene,nnpredresult,baggingpredresult,lrpredresult,svmpredresult,xgbpredresult
Pbr011078.1,0.4037252217531204,0.6276666666666666,0.47491177832017745,0.43970857591692897,0.5894895792007446
Pbr007736.1,0.6304837748408317,0.5894999999999999,0.6451219200459292,0.7048976119549378,0.4665415920317173
Pbr005993.2,0.35289266109466555,0.22216666666666668,0.397597263074204,0.3677759917470707,0.2756514008156955
Pbr029753.1,0.6519184976816177,0.25050000000000006,0.6417776536675712,0.6830762599925813,0.29587165601551535
Pbr041870.1,0.6283551096916199,0.4901666666666668,0.631559701755289,0.7501540761741387,0.45504223853349685
Pbr028322.3,0.7591866344213486,0.7235000000000001,0.635875959067512,0.588999349996046,0.6842688888311386
Pbr028150.1,0.2989140793681145,0.4953333333333333,0.3938151347339037,0.32018610233249223,0.3755427852272987
Pbr011141.1,0.5072062566876412,0.5593333333333333,0.5743880035188995,0.6561919760689519,0.44875926673412325
Pbr020433.1,0.22996509820222855,0.3705000000000001,0.2930094334501404,0.24401862626874632,0.30835060141980647
Pbr035749.1,0.33543471693992616,0.6545,0.4096606686781928,0.36955082656996546,0.5847874537110329
Pbr018744.1,0.3187078252434731,0.20000000000000004,0.38149444788423537,0.29329118616416516,0.2913482907228172
Pbr018954.1,0.27000645250082017,0.16016666666666668,0.3443664734676848,0.2431793922226504,0.2516599535942078
Pbr023905.1,0.5875046700239182,0.6653333333333334,0.6074673955576534,0.6906272051064082,0.5751238778233528
Pbr014006.1,0.7097560286521911,0.6940000000000002,0.7102862866048809,0.7655362191454907,0.7441092520952225
Pbr003254.1,0.5315336838364602,0.608,0.5892803580867345,0.614521184696949,0.48786491211503746
Pbr030941.1,0.2625581815838814,0.5333333333333334,0.34112887720527346,0.2550626229991376,0.48630498312413695
Pbr003933.1,0.33098465502262114,0.4098333333333334,0.41568823817875006,0.4191942615580123,0.3573616430163383
Pbr038554.1,0.3574398845434189,0.6055000000000001,0.39134546470086096,0.29534643179833686,0.5031928740441799
Pbr017012.1,0.5172979041934014,0.5736666666666668,0.5849355775591218,0.6683041033272886,0.5372378945350647
Pbr012729.1,0.3810324057936668,0.3421666666666667,0.4103004571524996,0.32868553949083096,0.3306941740214825
Pbr004266.1,0.2325842022895813,0.17783333333333337,0.30124282263313384,0.2119997993090109,0.2846858867444098
Pbr037490.1,0.4815287634730339,0.5996666666666666,0.5505436360230378,0.6193839085018279,0.5839365027844906
Pbr001924.1,0.43309965282678603,0.6094999999999999,0.48782025577012045,0.45348747282780877,0.48735120743513105
Pbr029962.1,0.43700910210609434,0.2741666666666667,0.44396198903189427,0.35674932204697224,0.3541144419461489
Pbr028486.1,0.4595624774694443,0.27516666666666667,0.5232605405146515,0.5230451442196393,0.28986318577080966
Pbr028813.1,0.739253231883049,0.7241666666666666,0.7158454342995701,0.7806575671755676,0.7580878168344498
Pbr032057.1,0.5886863932013512,0.7084999999999999,0.5690263687889519,0.6375318435610476,0.6961852714419365
Pbr039795.1,0.4291139870882034,0.2298333333333334,0.45934602641349764,0.4559693047786471,0.32577098049223424
Pbr013081.1,0.7432698339223862,0.671,0.7333827948977709,0.766442418053501,0.7158069014549255
Pbr017106.1,0.3181530341506004,0.42783333333333334,0.38949881082395355,0.3775179679075865,0.45126225557178257
Pbr000784.1,0.8263894498348237,0.7473333333333334,0.7638447756017257,0.803268871055715,0.7222258061170578
Pbr025112.1,0.2713006630539894,0.3335,0.37151810272651414,0.2761215931162394,0.32138336505740883
Pbr016062.1,0.5990330725908279,0.6980000000000002,0.5761769752667367,0.6483938819598287,0.5744652733206749
Pbr029731.1,0.662425285577774,0.7380000000000001,0.6681965829247768,0.7498621764711931,0.7476301848888397
Pbr019474.1,0.34402915090322495,0.37899999999999995,0.4406564501197335,0.3938725585739463,0.2955169629305601
Pbr013013.1,0.5925998449325561,0.6398333333333335,0.6399381376132901,0.7235769122186014,0.48359941951930524
Pbr028949.1,0.3870690494775772,0.26683333333333337,0.44597066231426447,0.3994065106131006,0.2628721436485648
Pbr034051.1,0.22730197310447692,0.44266666666666665,0.3023584818230297,0.4954013049552203,0.48486843071877955
Pbr006667.1,0.35271632522344587,0.38583333333333336,0.41521355921250125,0.3705724290570298,0.3089878216385841
Pbr019345.1,0.8311738461256027,0.7906666666666664,0.6924621427830672,0.6969024460955977,0.6878269344568253
Pbr037804.1,0.29773795157670974,0.14466666666666667,0.37926418148796154,0.26177640523941387,0.2520011289976537
Pbr029811.1,0.49315379858016967,0.639,0.5439223549808729,0.5607173339166366,0.6213749870657921
Pbr020460.1,0.667401346564293,0.5903333333333334,0.668926861667251,0.7661119938790375,0.4616139240562916
Pbr028366.1,0.15733406990766524,0.094,0.2392393221419046,0.1987224948888487,0.24809684841893614
Pbr034669.1,0.2725172355771065,0.35033333333333333,0.3721209890342445,0.29646635336597665,0.31728752702474594
Pbr041660.1,0.7037370681762696,0.645,0.7066698495765145,0.7762264556072579,0.5136258184909821
Pbr005828.1,0.730094775557518,0.5846666666666667,0.6782391207548436,0.728627411859055,0.5269881531596183
Pbr017011.1,0.14631486684083939,0.6696666666666666,0.17684875940067596,0.6243724192087649,0.7450698792934418
Pbr017228.1,0.48940865993499755,0.2498333333333334,0.49407643360603687,0.47761351251422013,0.33399018812924625
Pbr039505.1,0.8032600104808807,0.7478333333333333,0.7139314840835425,0.8070809007795494,0.750243502855301
Pbr010545.1,0.7803827732801437,0.6781666666666666,0.7165648063759085,0.7220008428357403,0.6201162934303284
Pbr012170.1,0.7233906120061875,0.6518333333333333,0.701107430020629,0.7734830430678301,0.5781436145305634
Pbr018550.1,0.674490773677826,0.5683333333333331,0.6732553683340097,0.7407736700089388,0.4739260159432888
Pbr042848.1,0.7205705940723419,0.7621666666666667,0.7078888988475625,0.7398856580835829,0.6503984794020653
Pbr040410.1,0.2002162367105484,0.09983333333333336,0.30343573326158213,0.2642293834775217,0.2529199503362179
Pbr026349.1,0.368431156873703,0.27749999999999997,0.4367657827986637,0.3292307250424922,0.35678183697164056
Pbr015659.1,0.8394190520048141,0.7501666666666668,0.780312225453344,0.7906717753334882,0.7285592526197433
Pbr023555.1,0.4819839298725128,0.5474999999999999,0.5371070382023786,0.5215755227577219,0.4815142497420311
Pbr012114.1,0.31528288424015044,0.4758333333333334,0.3894574420337306,0.5025121197358142,0.44620281234383585
Pbr025072.1,0.5597315520048142,0.5301666666666668,0.6180444794209565,0.7481944977362819,0.43679673224687576
Pbr042745.1,0.3674109667539597,0.23000000000000004,0.39819677939074816,0.33882406495078926,0.30713119003921746
Pbr006773.2,0.26511905044317247,0.48266666666666663,0.38402092589929565,0.2550177770976184,0.5425751376897097
Pbr009524.1,0.548972125351429,0.7118333333333334,0.5397371669029464,0.6119525652807185,0.7022451281547546
Pbr008005.1,0.5960482239723206,0.5243333333333334,0.5667767192027839,0.6511131702832338,0.6224059805274009
Pbr039381.1,0.37010290920734407,0.608,0.38185248728191534,0.48189084495727175,0.6948027148842811
Pbr029384.2,0.7907438337802887,0.7556666666666667,0.7180821270449115,0.7587424919904185,0.7230004072189331
Pbr023325.1,0.8673008635640145,0.6433333333333333,0.7480261012951142,0.7363010571263087,0.7591929718852043
Pbr003096.1,0.6895581841468811,0.8235000000000001,0.6576872180883049,0.6980690935449383,0.7790446907281876
Pbr040146.1,0.2573869600892067,0.3168333333333333,0.3357795211262607,0.25815260653086575,0.2890316881239414
Pbr001925.4,0.18704752027988433,0.15266666666666667,0.2487445941008378,0.19013112022971224,0.2886519622057676
Pbr000356.1,0.4824658170342445,0.24716666666666667,0.47779060139373275,0.4121401394224753,0.3154931519180536
Pbr019723.1,0.8178687870502472,0.34116666666666673,0.606468619884453,0.5440678873522665,0.3749209471046925
Pbr001676.1,0.4612732112407684,0.3308333333333334,0.5248637071891846,0.5381024253160963,0.45855861753225324
Pbr010184.2,0.26098202615976335,0.13883333333333336,0.37866844011716483,0.3066735609294143,0.265026991115883
Pbr001091.1,0.30480905771255495,0.3401666666666666,0.3994576903406843,0.31014333354669354,0.32619468700140714
Pbr038321.1,0.529876658320427,0.5863333333333334,0.5868994714165134,0.6832986523493708,0.4590559370815754
Pbr037935.1,0.5398446872830391,0.5783333333333334,0.5758747808140972,0.6071802386978313,0.4020814746618271
Pbr014509.1,0.420726104080677,0.5636666666666666,0.3588677890930946,0.5214027022317479,0.5858901277184486
Pbr030489.1,0.13221772611141205,0.17750000000000002,0.19929849517633333,0.53656726960269,0.2660512266680598
Pbr015112.1,0.31320956349372864,0.5575000000000001,0.38977726003652563,0.32263377352398226,0.4323287749662995
Pbr005900.1,0.1591259643435478,0.47266666666666673,0.20047254824566432,0.503043362159321,0.5130974352359772
Pbr031283.1,0.3284894317388535,0.2361666666666667,0.40596945321913447,0.29643140406024765,0.3070866595953703
Pbr008851.1,0.6223990529775619,0.6498333333333334,0.6051424748081583,0.6601898295833133,0.6202760078012943
Pbr024503.1,0.5888161107897758,0.31233333333333335,0.6169660887515399,0.6020513892038588,0.3133770667016506
Pbr023996.2,0.11341614872217179,0.22300000000000003,0.08958451856944091,0.6564873178343456,0.25659233930055053
Pbr015704.1,0.573087602853775,0.5578333333333333,0.6033543870100548,0.6819655565023345,0.5473122268915176
Pbr026283.2,0.38571275025606155,0.6036666666666667,0.47619047462587183,0.44398229296809993,0.5794026970863342
Pbr031643.1,0.2184683457016945,0.19249999999999998,0.32734152269022776,0.27953681551467896,0.2548873286694288
Pbr040533.1,0.7303335636854171,0.6576666666666666,0.7177929239533267,0.7886085660646784,0.7539229214191436
Pbr022677.1,0.22774344235658645,0.49300000000000005,0.34591233648716807,0.22278905163782553,0.5215764701366424
Pbr019819.2,0.19519237279891968,0.12733333333333335,0.2688452941750506,0.22712015414823744,0.24894892647862435
Pbr017348.1,0.5468669280409812,0.6595,0.5540776041795843,0.5217929190532763,0.6664566457271576
Pbr028798.1,0.7931481540203095,0.6421666666666666,0.7432771180878153,0.7917118338051833,0.5242557920515537
Pbr019895.1,0.683352655172348,0.6176666666666668,0.6333030608515547,0.7299094418058101,0.4528845466673374
Pbr004441.1,0.4235569089651108,0.5031666666666668,0.46723066381347167,0.4532865098987774,0.518830418586731
Pbr037377.1,0.2595319479703903,0.12600000000000003,0.3405670716824592,0.2577339894104621,0.24380059593822806
Pbr031259.2,0.6483701974153518,0.6021666666666666,0.6390944728433086,0.6549246289970736,0.6111310988664627
Pbr025007.1,0.37137498408555986,0.20433333333333334,0.43941668732150435,0.38797290167735016,0.2916158977895975
Pbr004489.1,0.32606807053089143,0.2768333333333334,0.3770412105385285,0.3274696153141869,0.3333104098215699
Pbr003914.1,0.8645141094923019,0.6823333333333333,0.823704596864985,0.8483504067695428,0.7114388704299927
Pbr016462.1,0.2891620084643364,0.1015,0.36969327001257685,0.27328054896520027,0.2421240288997069
Pbr015124.1,0.3326124116778374,0.23983333333333334,0.3897099055003769,0.32994973900278324,0.28587020207196473
Pbr013933.1,0.5198741763830185,0.7371666666666667,0.5871813294946522,0.664059421632677,0.7259096696972847
Pbr033924.1,0.7978491067886353,0.6116666666666666,0.7520423972532201,0.7833298791074252,0.46181663442403076
Pbr025308.1,0.43373110294342043,0.20733333333333337,0.4867484616317602,0.4500242560850899,0.28923257887363435
Pbr022372.1,0.3466713473200798,0.5541666666666667,0.4236761373688719,0.3655351734840079,0.4398492373526096
Pbr012231.1,0.16737380699494225,0.23766666666666675,0.034369442804063406,0.6677181184888415,0.294412693195045
Pbr013356.1,0.7196739763021469,0.31466666666666665,0.5326067413287653,0.47654279477184797,0.3527557235211134
Pbr000489.1,0.7694069355726242,0.7341666666666666,0.6785986450159667,0.6597676257094685,0.7252669423818588
Pbr013964.1,0.5669881656765938,0.5806666666666667,0.6222227484119884,0.7226064984730058,0.4252484433352947
Pbr021723.1,0.41529576629400256,0.31850000000000006,0.4463643899132477,0.38924852546116784,0.4268610617145896
Pbr033420.1,0.45648894309997556,0.4368333333333334,0.47414098627798185,0.42315805572360465,0.45798086309805514
Pbr016598.1,0.3674633398652077,0.4991666666666668,0.44562803949702107,0.3619271396296035,0.39071972072124483
Pbr000047.1,0.5665638774633408,0.23083333333333336,0.5786197689238102,0.605986859582441,0.30865271482616663
Pbr031493.1,0.7136856943368912,0.6255000000000001,0.7042851950626561,0.7768454844852967,0.6145201116800308
Pbr021340.1,0.8173420071601868,0.8344999999999999,0.7599226795081977,0.8315888175481545,0.7729234308004379
Pbr033967.1,0.3436555042862892,0.21050000000000005,0.4428322176152542,0.34396156218714713,0.282605676073581
Pbr011142.1,0.44077932387590407,0.3733333333333334,0.48389159861586145,0.4747345552771794,0.28467847891151904
Pbr034122.1,0.6027131885290146,0.6013333333333335,0.5930533840503692,0.6401726461040957,0.6088268771767616
Pbr005485.1,0.4083873048424721,0.27849999999999997,0.47504966788715236,0.4719576970167238,0.33247388526797295
Pbr042556.1,0.5905243024230004,0.6755000000000001,0.5672711460883575,0.6559326616615616,0.7055054023861885
Pbr008258.1,0.6034514009952545,0.6883333333333331,0.6333654111525757,0.6876199762750809,0.4894374817609787
Pbr031783.1,0.38987212628126144,0.3403333333333334,0.4254080414315018,0.3603131977196695,0.405492277443409
Pbr023642.1,0.34107294827699663,0.2858333333333333,0.4246806844234595,0.3497297443862428,0.32723149708472193
Pbr033783.1,0.7173239678144455,0.6646666666666667,0.6965385950212029,0.7905856989660509,0.7505101829767227
Pbr003973.1,0.26145367622375487,0.12000000000000004,0.33920810627124987,0.2619862450732051,0.25783726102672516
Pbr014258.1,0.5737099170684814,0.6818333333333333,0.3299755426669166,0.7579029019596814,0.7237622916698456
Pbr009232.2,0.36319315284490583,0.4451666666666666,0.4202525365838892,0.30948065380507467,0.477294809371233
Pbr000138.1,0.37704988270998,0.5634999999999998,0.4557667023517107,0.40332291149397986,0.47917604446411133
Pbr030924.1,0.3684913620352745,0.5176666666666667,0.41794383792450346,0.36463195332783094,0.5221804544329643
Pbr036205.2,0.5760120481252671,0.2928333333333334,0.5007589029461458,0.42367356808053114,0.3242092490196228
Pbr008070.1,0.3983805522322655,0.5036666666666667,0.42889643340211353,0.3786744108121327,0.32819606438279153
