Gene	eccentricity	closeness	degree	eigen_centrality
Pbr042464.1	5.0	0.3740310397831513	170	0.001652608295385408
Pbr007464.1	6.0	0.3613976811779361	27	0.0006313830530375174
Pbr022183.1	5.0	0.42174905651586453	1836	0.4003410269399664
Pbr029157.1	5.0	0.35938889594714774	38	0.0010924427530848825
Pbr011472.1	5.0	0.40039986906941977	523	0.006955893606877507
Pbr012326.1	5.0	0.3732906652590601	166	0.002174508819818352
Pbr012335.1	6.0	0.36053115814461073	43	0.0009639599253406379
Pbr019302.1	5.0	0.37202344257309367	205	0.001905303510546997
Pbr007541.1	6.0	0.35948594938920747	49	0.0011209857743178849
Pbr017741.1	6.0	0.3850735093928669	489	0.006718378096327471
Pbr017747.1	6.0	0.38686075235270484	481	0.007346939042273467
Pbr036986.1	6.0	0.3673164635037089	207	0.0013032701778829335
Pbr014560.1	6.0	0.36638873148223106	110	0.001020697760419646
Pbr002470.1	5.0	0.40068699316548034	603	0.014841846088456397
Pbr002884.1	6.0	0.37012201105622977	86	0.0018904483466210531
Pbr030523.1	6.0	0.3540861510538092	103	0.000968179914631026
Pbr018897.1	6.0	0.36631163197254685	88	0.002138925799907602
Pbr026060.1	5.0	0.3582084827187755	31	0.0009398279937016975
Pbr004681.1	5.0	0.39490101299177216	473	0.08271608666900777
Pbr008044.2	5.0	0.3786275379171303	451	0.002551365177739046
Pbr014495.1	5.0	0.3660301978956903	63	0.000419376001535921
Pbr017743.1	6.0	0.3652002711164187	162	0.002346182539985354
Pbr017737.1	6.0	0.36376788297701335	140	0.003564193103792337
Pbr036992.1	6.0	0.3656664566063955	201	0.0016158386802845952
Pbr028549.1	6.0	0.35620405786151643	69	0.0008570399920634871
Pbr017819.1	5.0	0.45395277928226113	1626	0.09007267134962123
Pbr013903.1	6.0	0.353895113807852	29	0.0008010602850189935
Pbr009953.1	6.0	0.38068803095298176	299	0.010362479883739293
Pbr041667.1	6.0	0.36761182270811166	84	0.005018324942268676
Pbr038354.1	5.0	0.38099246601287934	404	0.003344576020045081
Pbr017030.1	6.0	0.3535827005406081	38	0.00039764521086396
Pbr022463.1	5.0	0.3758293405963779	337	0.0008365011003754371
Pbr004043.1	6.0	0.36098837116559523	102	0.00030690287290176493
Pbr004292.2	5.0	0.3894807497031134	361	0.0027795571456143264
Pbr001162.1	5.0	0.3826707475861136	340	0.0014342423151884583
Pbr011038.1	5.0	0.3857134334972431	276	0.004389218266434081
Pbr034560.1	5.0	0.3810854958489803	100	0.0015371998438220627
Pbr018385.1	5.0	0.37973940110918136	82	0.005021872268380391
Pbr038783.1	5.0	0.378817680390368	82	0.005049962603301907
Pbr039659.1	6.0	0.3719408970629325	154	0.0028044905111368305
Pbr039665.1	6.0	0.36134286056444853	160	0.002761822493537721
Pbr035712.1	6.0	0.3684617576423658	201	0.00044708140703051845
Pbr005553.1	6.0	0.36759987979500175	160	0.00033946486416625785
Pbr019211.1	5.0	0.4083584459642348	645	0.03497793854333942
Pbr014412.1	6.0	0.35805545666706223	27	0.0010319041101321325
Pbr019891.1	6.0	0.3741485351497917	219	0.0016861371734705017
Pbr032512.1	6.0	0.36078118772419293	96	0.0008493714717124377
Pbr012633.1	5.0	0.36116120589221024	113	0.0017249721408647287
Pbr041449.1	6.0	0.3621640220531163	83	0.0016166831682224614
Pbr024129.1	5.0	0.3925446014275926	665	0.014213918738822953
Pbr010999.1	6.0	0.3684917565642174	63	0.004492110715367296
Pbr013175.1	6.0	0.366148643729118	153	0.00038910453574559137
Pbr028407.1	5.0	0.38325401798567243	103	0.0024757783117534573
Pbr001754.1	5.0	0.366501473779678	199	0.0003208929364877612
Pbr014399.1	6.0	0.3700887198986058	162	0.0004339380322093106
Pbr018280.1	5.0	0.3707860566091836	505	0.05553073568140533
Pbr030605.1	5.0	0.36573441830773085	323	0.04600698102593006
Pbr021601.1	6.0	0.36881906189901886	160	0.0003051324523415305
Pbr007539.2	5.0	0.36861180111577146	504	0.061656563060071876
Pbr012200.1	5.0	0.35903253186949174	284	0.03961878147358536
Pbr026741.1	6.0	0.36691446499071767	201	0.0006892950665665584
Pbr027861.1	6.0	0.3643125070431605	45	0.0009185095897827593
Pbr022110.1	6.0	0.3701280646374773	75	0.0019872526783003084
Pbr036766.1	5.0	0.41558775457734193	1465	0.006534084047391482
Pbr036473.1	6.0	0.381667158578235	119	0.0019659980594045894
Pbr021356.1	5.0	0.3845108233934822	235	0.003815160327477879
Pbr031379.1	5.0	0.3596144831038401	80	0.0008140224020373255
Pbr000586.1	6.0	0.3549330677478297	176	0.0074933721713626245
Pbr004210.1	6.0	0.3566897051753895	154	0.0066093259769188055
Pbr005942.1	6.0	0.3913430693540159	637	0.005270943092753266
Pbr034121.1	6.0	0.3733152971840512	127	0.0011140699986813365
Pbr042554.1	5.0	0.39132953474497867	334	0.003159093578057123
Pbr012327.1	5.0	0.3648793544070106	43	0.001251150858285052
Pbr036733.1	6.0	0.3756390677909833	81	0.0019867973040547655
Pbr016736.1	5.0	0.3668133595921775	83	0.0013239592319628124
Pbr013104.1	6.0	0.35393939393939394	37	0.00032556416941774104
Pbr010731.1	6.0	0.368840101378057	170	0.001035243205756231
Pbr009254.1	5.0	0.37303837531320055	190	0.0024029055941623425
Pbr029249.1	6.0	0.372167220340098	147	0.002041524946183018
Pbr032881.1	6.0	0.3671674724989454	158	0.0003923898595065729
Pbr037202.1	5.0	0.39323011694382176	257	0.0035364835025996147
Pbr021781.1	5.0	0.3853390660252863	249	0.004048708090783571
Pbr003708.1	5.0	0.36024419557932774	179	0.0018094600087903564
Pbr039245.1	6.0	0.3647352727858812	104	0.0011440136826988505
Pbr015453.1	5.0	0.41831104374428124	1456	0.006778043633426833
Pbr001805.1	6.0	0.3756297150824543	61	0.0016579612479867614
Pbr041432.1	6.0	0.36420403794932044	93	0.0013170703357107433
Pbr025995.1	6.0	0.3647705475587937	53	0.00125651071918492
Pbr029053.1	5.0	0.3667033964220897	156	0.000337445224368323
Pbr012471.1	5.0	0.37916677138572635	266	0.0032634436837584535
Pbr021963.1	5.0	0.4103800957493109	1173	0.006727014130527162
Pbr042179.1	6.0	0.36800039027880543	58	0.0004912111026124105
Pbr007941.2	5.0	0.4240368760305801	1177	0.008994105661149743
Pbr001964.1	6.0	0.34978167626260676	58	0.0005009231918244321
Pbr022617.1	5.0	0.41561446845241923	1022	0.007564119743091633
Pbr001898.1	6.0	0.375383594592353	102	0.0024057440876372282
Pbr026449.1	6.0	0.3585546902851167	95	0.00031516887539209437
Pbr040536.1	5.0	0.3713062168769587	203	0.0040392852236206065
Pbr029741.1	5.0	0.3746564683288633	44	0.00279127092715067
Pbr022939.1	6.0	0.36563100835312556	237	0.0026500742707789727
Pbr042399.1	6.0	0.36158246253155657	103	0.0012060248460258988
Pbr033364.1	6.0	0.3700070306240905	161	0.00031673874047234517
Pbr021476.3	5.0	0.41706982187451047	1302	0.007837016471910634
Pbr009021.1	6.0	0.3697078115682767	51	0.0011400770529201166
Pbr003296.1	5.0	0.4068278037950221	1054	0.004732060985058642
Pbr034912.1	6.0	0.370710131869932	109	0.0003691934087540441
Pbr003309.1	5.0	0.3762104650679523	46	0.00264465746295446
Pbr021486.1	5.0	0.4147043193021679	1147	0.006247857958870106
Pbr009355.1	5.0	0.35988041092840556	30	0.0008645333700235485
Pbr024015.2	5.0	0.4188879016733304	652	0.02573118000652799
Pbr012998.1	5.0	0.37795407098121087	40	0.0020536621404616843
Pbr025831.1	5.0	0.400559331634098	735	0.056719734490636484
Pbr013078.1	6.0	0.3750911622356295	117	0.0009622759293932962
Pbr040056.1	5.0	0.35619564789674574	186	0.0009124611723501249
Pbr013518.1	5.0	0.3612073231073726	183	0.0010986055342145221
Pbr031366.2	5.0	0.39545998654422493	791	0.00452308069909643
Pbr014932.1	5.0	0.37701900089131757	80	0.0010616173987285673
Pbr001076.1	6.0	0.3998374500865755	619	0.0036269998026762468
Pbr018980.1	6.0	0.35287696865741464	33	0.0006170293832562297
Pbr040914.1	6.0	0.3955844178546144	415	0.007854403902174508
Pbr040909.1	5.0	0.3837479439046311	379	0.003798976985330921
Pbr011667.1	6.0	0.3657551073183346	78	0.0006219077936489293
Pbr038296.1	5.0	0.39015223350516354	353	0.008158157818156372
Pbr019814.1	6.0	0.3605914783772587	45	0.004584723673915633
Pbr018615.1	6.0	0.37035824754922014	79	0.001871340370612958
Pbr016270.1	5.0	0.36932768652027387	288	0.0031296710347491945
Pbr028120.1	5.0	0.36753122310103453	85	0.0012231625518386363
Pbr026151.1	5.0	0.3884678436858955	596	0.3289741800690497
Pbr026146.1	5.0	0.390998229018185	591	0.32954871410040454
Pbr003540.1	5.0	0.3649587949747609	153	0.0002670524108224174
Pbr015685.1	6.0	0.3924016611612523	479	0.0025382092928941465
Pbr021199.1	6.0	0.3712178998220188	47	0.0009076971240128615
Pbr008884.1	6.0	0.36112086298790413	101	0.0003261500455113123
Pbr018479.1	5.0	0.4257921276435614	1543	0.009970749371175678
Pbr006406.1	6.0	0.3814773608442062	86	0.001740061740614538
Pbr030103.1	6.0	0.3630500697864694	63	0.0011163850808026945
Pbr002174.1	5.0	0.3672032193158954	42	0.0005518235654008056
Pbr030628.1	5.0	0.41434744397246226	975	0.005698147800627226
Pbr003383.1	5.0	0.3656782742183082	44	0.0005728313519914918
Pbr039417.1	5.0	0.39970679925463426	911	0.00467800399460335
Pbr037965.1	6.0	0.363738648235956	48	0.0004054694331448788
Pbr007975.1	5.0	0.39200401877739094	608	0.002566753734677324
Pbr039697.1	6.0	0.3481083242960536	17	0.00018628443817412168
Pbr007121.1	6.0	0.4021824127390346	748	0.004047561572669202
Pbr006448.1	6.0	0.3760135584208428	109	0.000532484793727634
Pbr024631.1	5.0	0.39297745979925675	442	0.014070576110554168
Pbr021099.1	5.0	0.3742568198920063	41	0.0012028251412307814
Pbr037501.1	6.0	0.365560132461029	117	0.0011646376458999312
Pbr010554.1	6.0	0.36025853285787063	56	0.0009528238090158466
Pbr002981.1	5.0	0.37165990573009905	257	0.0027972770903044158
Pbr002928.1	5.0	0.37044009199616956	248	0.0025550416001894572
Pbr007591.1	5.0	0.36215243048609724	287	0.04060494824410335
Pbr007308.1	5.0	0.4198048454717471	1435	0.008939402659842713
Pbr027195.1	6.0	0.37173927327682504	107	0.00047489620436832016
Pbr015996.1	5.0	0.4330147431665758	1098	0.012615672706189898
Pbr024927.1	5.0	0.3636422069209323	36	0.0012299160045229859
Pbr006174.1	5.0	0.4058137345443786	951	0.007415184033094583
Pbr039069.1	6.0	0.34453359316718174	15	0.000675257012199244
Pbr030258.1	5.0	0.41695071395670197	1259	0.005732387531884237
Pbr021483.2	6.0	0.36242793081358105	29	0.00033713171418477356
Pbr015599.1	5.0	0.36337361005178437	291	0.004333788067957085
Pbr027235.1	6.0	0.35544874815443095	41	0.00047136736477855923
Pbr022551.1	5.0	0.3843834662454245	105	0.0024311138956507176
Pbr025174.1	5.0	0.3788493893711234	418	0.0020194955973194943
Pbr035695.1	5.0	0.35093976800446625	48	0.00017289690967274766
Pbr004053.1	6.0	0.3554096712892435	64	0.0007874327019269345
Pbr032260.3	5.0	0.4014297497937861	806	0.0033452724393926653
Pbr004144.1	6.0	0.36849475672507004	35	0.0013050349053607055
Pbr029623.1	6.0	0.3612102058243749	126	0.0022373069772085754
Pbr042172.1	5.0	0.37045525234501614	124	0.0016620115398002205
Pbr039439.1	5.0	0.37554556165883934	42	0.002021381140308327
Pbr009069.1	6.0	0.38802157008993254	607	0.004486221310632054
Pbr018163.1	6.0	0.36161713007350593	41	0.0003237400882142445
Pbr001143.1	6.0	0.38250257762452883	120	0.0015991211438641606
Pbr022152.1	5.0	0.38347482758036366	101	0.0022698636759390265
Pbr009334.1	6.0	0.351280240292449	35	0.0001544893362456388
Pbr021046.1	6.0	0.36719428195912673	61	0.0045971776152817865
Pbr040174.1	6.0	0.34480131643100925	74	0.0005402129285423202
Pbr006044.1	6.0	0.35779221805878353	33	0.001134931061411219
Pbr029333.1	5.0	0.38667236223835966	523	0.0019484850727707929
Pbr019377.1	6.0	0.360023545508058	45	0.00021759839834965057
Pbr041115.1	5.0	0.4148943971839249	864	0.008380537699887178
Pbr012349.1	6.0	0.36542436377728976	102	0.0011517345574038186
Pbr003729.1	5.0	0.3949940654890735	467	0.08911953144861796
Pbr003720.1	5.0	0.3874734607218684	667	0.05942611702366338
Pbr020868.1	6.0	0.36714960170027744	117	0.010309321858027336
Pbr038663.1	6.0	0.357154130235788	39	0.0006504397500029001
Pbr017045.1	5.0	0.37139152840004597	197	0.0003478502162134778
Pbr004473.1	6.0	0.3627532700692485	152	0.0002879021545820389
Pbr040131.1	5.0	0.356661597018101	125	0.007630785662474911
Pbr017979.1	5.0	0.38109512221819924	302	0.003319773098716886
Pbr020677.1	5.0	0.3624946939298558	125	0.000639351156744827
Pbr017890.1	5.0	0.35949166004765687	82	0.0007778851146365782
Pbr002158.1	5.0	0.3855885635420305	96	0.0023464086881860957
Pbr033227.1	6.0	0.37973940110918136	77	0.0025833540443721595
Pbr002505.1	6.0	0.3719225585905401	47	0.0025597369060000614
Pbr017814.1	6.0	0.382318407203737	80	0.0037579063271521176
Pbr034177.1	6.0	0.3619294373540607	81	0.0017008236189068968
Pbr030863.1	6.0	0.3608358380304709	87	0.0009991708461151553
Pbr035764.1	6.0	0.3790905512140781	78	0.0040317750373269024
Pbr012456.1	5.0	0.3697319729113738	158	0.000307233842498516
Pbr035574.1	6.0	0.3880149170560247	576	0.00389869946809141
Pbr027622.1	5.0	0.3585830976318938	59	0.0007083672170607985
Pbr039430.1	6.0	0.36641839378238344	50	0.0003088858458436458
Pbr023173.1	6.0	0.35219597223519156	80	0.0008456642816994475
Pbr022314.1	6.0	0.36386439097333323	80	0.0017628856785317768
Pbr033699.1	6.0	0.3743527815917024	45	0.003298212653731362
Pbr004632.1	6.0	0.3495601535407833	164	0.0009882169914497473
Pbr008918.1	6.0	0.357724348334677	42	0.0007054631459578065
Pbr024992.1	5.0	0.38126848006469605	376	0.0032099712743729795
Pbr031124.1	6.0	0.3627271051555976	47	0.0004759872720561389
Pbr018274.3	5.0	0.36153913745037425	317	0.047710322445579996
Pbr026854.1	5.0	0.3873706553462457	362	0.07268725239036973
Pbr024332.1	6.0	0.3617674329379416	36	0.00732253847700997
Pbr023683.1	5.0	0.4382261812548412	1235	0.1144201735398181
Pbr041925.1	6.0	0.3706433438155136	88	0.0005134087949317938
Pbr008642.1	6.0	0.3643007775398831	58	0.0009149850252162606
Pbr008768.1	6.0	0.3602155244454702	234	0.001696341882657602
Pbr001783.1	6.0	0.362074206812691	40	0.0002925778240181253
Pbr015364.1	5.0	0.38769916052766834	231	0.005527430605149711
Pbr034466.1	5.0	0.37120267698969883	44	0.0014244761438588528
Pbr020288.1	6.0	0.33651558410659055	56	0.00013828542809181344
Pbr034635.1	6.0	0.3732906652590601	75	0.0004911592868756519
Pbr028774.1	5.0	0.37319832448299745	152	0.0018668183326350106
Pbr042430.1	6.0	0.36145829173821026	84	0.0017093420103194547
Pbr015758.1	6.0	0.34641908596183724	32	0.0003890182183107729
Pbr013607.1	6.0	0.35699918756260896	32	0.00038120465783165504
Pbr037065.1	6.0	0.36010948092040357	136	0.00220980190431161
Pbr037064.1	6.0	0.3572246031933954	128	0.0018997861774269602
Pbr015693.1	6.0	0.35816879673960356	34	0.001054233271901698
Pbr001205.1	5.0	0.37524043244677324	302	0.0016397335202109238
Pbr034161.1	5.0	0.38079693073971865	383	0.006932222609634874
Pbr009075.1	5.0	0.43427781882382294	2448	0.0070735461391790285
Pbr012394.1	5.0	0.36834480850301937	208	0.03484525901657192
Pbr018724.1	5.0	0.37264830595693876	358	0.003092012650337835
Pbr018356.1	5.0	0.35724998026679294	40	0.0009522608405968465
Pbr023329.1	5.0	0.38352031996746094	425	0.0035604818146900206
Pbr022333.1	5.0	0.4369231957369579	1259	0.1000340579110169
Pbr001784.1	6.0	0.3593489479952362	42	0.00038265763143457586
Pbr033937.1	5.0	0.39747429063221773	560	0.07779476496013553
Pbr042429.1	5.0	0.38101170983845306	57	0.002024235135501985
Pbr002526.1	5.0	0.40010961907371884	789	0.08053105281894736
Pbr038439.1	6.0	0.362625388584431	53	0.008427680479437826
Pbr023044.1	5.0	0.39909353038172246	494	0.06691483737169594
Pbr000704.1	6.0	0.36257019490350956	92	0.0013992565164292483
Pbr026490.1	6.0	0.3724643048183352	93	0.0030006769303352527
Pbr015127.1	6.0	0.3686688496815079	247	0.0014960108130802636
Pbr033309.1	6.0	0.3707860566091836	60	0.0016303244023041725
Pbr030604.1	5.0	0.39973857132763374	486	0.013563706900665417
Pbr013838.1	5.0	0.35812345210118607	33	0.0005450082972331852
Pbr035738.1	5.0	0.3796725052009932	76	0.0029108879818177578
Pbr006083.1	5.0	0.3719470102889451	51	0.0022868053956560494
Pbr027156.1	6.0	0.36259633718415024	102	0.0005314966571049853
Pbr011215.1	5.0	0.4276468087116738	1424	0.00787859612645905
Pbr021791.1	6.0	0.36195548731236454	34	0.0002678010784720388
Pbr011074.1	5.0	0.3953459932565818	763	0.0032895844706923873
Pbr036050.1	6.0	0.3710018525501254	46	0.0026481747280793395
Pbr001661.1	6.0	0.367417846473568	93	0.00033321315292464984
Pbr021524.1	5.0	0.4028159737982716	781	0.0035924625796418344
Pbr021514.1	6.0	0.36701860231271993	60	0.0003742153102656213
Pbr020807.1	5.0	0.39602054476887133	837	0.19027386022384563
Pbr003473.1	6.0	0.3782256986228105	82	0.004146927569178348
Pbr039453.1	6.0	0.35979458479736715	36	0.00032286124489965044
Pbr016073.1	6.0	0.3749575418161333	59	0.001700316155537415
Pbr030829.1	5.0	0.4053557834400609	575	0.04178664075657497
Pbr003736.1	6.0	0.36686093166141154	31	0.0017409750791283138
Pbr040780.1	6.0	0.3660420390304658	154	0.00040380423197466567
Pbr036515.1	5.0	0.3804928079629427	98	0.001823025458169643
Pbr014364.1	5.0	0.3686057970306303	299	0.004126451444446907
