Gene	eccentricity	closeness	degree	eigen_centrality
Pbr004742.1	6.0	0.3597545466107084	46	0.007702614873774195
Pbr037771.1	5.0	0.36982864987212066	335	0.044939799684009726
Pbr025450.1	6.0	0.352868715062021	32	0.0003735193964869683
Pbr032167.1	6.0	0.37392597488433577	149	0.03329696733465823
Pbr033530.1	5.0	0.3676148085576439	81	0.009714264707557287
Pbr000061.1	5.0	0.34702734201285057	52	0.0001854302490622483
Pbr031113.1	5.0	0.3741485351497917	174	0.001602749701144575
Pbr037753.1	6.0	0.39970326933606515	889	0.44739829381269364
Pbr025887.1	6.0	0.3681440691063193	47	0.0010797829716581578
Pbr005632.1	6.0	0.35015782632914527	23	0.00333821977444514
Pbr039429.1	5.0	0.3723448014874048	97	0.000726538707018095
Pbr004247.1	5.0	0.3739105291420546	67	0.0009840058148554282
Pbr041830.1	6.0	0.38539156498267185	130	0.001192077121370111
Pbr017854.1	5.0	0.3772735608422386	281	0.0012340411221132487
Pbr029379.1	5.0	0.3666944833788393	35	0.00047966213695629136
Pbr026739.1	5.0	0.380989258897606	306	0.004108933279285655
Pbr006372.1	5.0	0.3944742232100057	676	0.16690120342378362
Pbr005030.1	6.0	0.3346717244541065	22	0.0005099546608151837
Pbr006751.1	5.0	0.35783747885074557	30	0.00019619324702752723
Pbr033576.1	5.0	0.3661160634838459	45	0.00040716982325376657
Pbr037306.1	6.0	0.36397558484587733	33	0.0007273002303595814
Pbr024804.1	6.0	0.3689543575906286	85	0.0009130600756108167
Pbr032211.1	5.0	0.3915360393093187	453	0.005578035204115474
Pbr030245.1	6.0	0.37095928135859946	67	0.000441938285854306
Pbr036160.1	6.0	0.3451694579176962	16	0.00025939844528759227
Pbr031604.1	5.0	0.4150313611854895	1365	0.4905466845441713
Pbr012144.1	6.0	0.3537595748006878	188	0.0026638900581882354
Pbr012238.1	6.0	0.3798860174079452	146	0.002131786992275694
Pbr003904.1	6.0	0.3538536112457586	23	0.00016820971184755733
Pbr017714.1	6.0	0.34820205874659566	26	8.858565311655116e-05
Pbr010589.1	6.0	0.371904221926408	66	0.01686283529053746
Pbr003721.1	5.0	0.3872148931437469	218	0.004125772896854986
Pbr005158.1	5.0	0.42667119168151435	1767	0.6023571367943636
Pbr005337.1	5.0	0.3734076958616593	435	0.12450764197500204
Pbr041817.1	5.0	0.3488058447713803	92	0.0007371342953450614
Pbr042405.1	6.0	0.3751626727232035	195	0.1060247875529221
Pbr034018.1	5.0	0.3835495707736244	262	0.0030115144654123596
Pbr031449.1	6.0	0.36481465062105545	32	0.00027618629534962376
Pbr014903.1	6.0	0.36307045620452594	33	0.00040636720965960677
Pbr014393.2	6.0	0.3683927786550326	52	0.0006557875711501565
Pbr010519.1	6.0	0.3678598133879515	37	0.0003287060616958021
Pbr001436.1	5.0	0.38198605742450586	202	0.0012196801039457072
Pbr016755.1	6.0	0.35591554279872606	35	0.00015947431342354433
Pbr022493.1	6.0	0.3793765349829423	447	0.05769352857939603
Pbr007478.1	6.0	0.3688611432576486	98	0.0007014408333543804
Pbr019646.1	5.0	0.4010669124227951	571	0.09577968353254208
Pbr005437.1	6.0	0.36867185272675435	38	0.0009175631845512319
Pbr017594.1	5.0	0.38392698092240873	420	0.0019995286013918707
Pbr004420.1	6.0	0.38234747495226995	57	0.0015988449578377283
Pbr026974.1	6.0	0.35799315019734707	88	0.001533050333934868
Pbr004114.1	5.0	0.36212345481457775	107	0.00043762718402016467
Pbr031661.1	6.0	0.36212635217307815	19	0.007342473536354009
Pbr041525.1	5.0	0.4122678374611734	850	0.21012330231470336
Pbr038600.1	5.0	0.38473962495112124	311	0.02382831579550244
Pbr026652.1	6.0	0.3517908220370601	36	0.0001597333842273393
Pbr009039.1	6.0	0.3566868941602963	34	0.006952449488149491
Pbr037263.1	6.0	0.3628027029843448	60	0.0006380129892907811
Pbr000013.1	5.0	0.3553789740650298	64	0.00343127800638617
Pbr027404.1	6.0	0.35553809897879024	26	0.001903660988382044
Pbr024930.1	6.0	0.35521999152369443	78	0.007266188273657804
Pbr032796.1	6.0	0.35482732938732314	20	0.000591371709404747
Pbr016919.1	5.0	0.38312424873448797	416	0.17075491883869684
Pbr028384.1	5.0	0.3869599787967135	316	0.03163383849144414
Pbr027977.1	6.0	0.3571174952855125	30	0.0003239537816726282
Pbr013970.1	5.0	0.3708468187963456	236	0.0011967059272532535
Pbr032608.1	5.0	0.36840177444955435	198	0.0033235280359133396
Pbr009949.1	5.0	0.36361007117952343	261	0.0063890189616131925
Pbr028598.1	6.0	0.3592804864495848	46	0.00015622417628892392
Pbr020009.1	6.0	0.36252953662541554	29	0.00037212354254717394
Pbr015797.1	6.0	0.3411214953271028	19	0.0008462834661603496
Pbr007394.1	6.0	0.3872977297815353	617	0.04589058198087142
Pbr029308.1	6.0	0.36306463128003147	46	0.0005764241992750047
Pbr003100.1	5.0	0.38310803375684577	242	0.002078773576404866
Pbr000961.1	6.0	0.35716822260276676	31	0.00013100565393488065
Pbr009412.1	5.0	0.36324820623123966	71	0.010533278655304753
Pbr012342.1	6.0	0.3593917497121531	40	0.0005938458007264891
Pbr039394.1	6.0	0.35620405786151643	46	0.0033600167512125773
Pbr026966.1	6.0	0.3667390529284024	92	0.0009323664508985975
Pbr024070.1	5.0	0.3907180717899135	361	0.006647002903349878
Pbr010073.1	5.0	0.3634815849917281	29	0.00041305693488374
Pbr021411.1	6.0	0.36535356796900226	58	0.0011525902456908513
Pbr024193.1	5.0	0.37783417370688216	326	0.001280762634702812
Pbr020642.1	5.0	0.3967391304347826	559	0.006143549543265125
Pbr004063.1	6.0	0.3631170623300145	34	0.0005516420891506506
Pbr027399.1	5.0	0.38844450547564285	634	0.12138995755912063
Pbr002832.1	6.0	0.36545977197118956	76	0.0009463994826744538
Pbr002776.1	5.0	0.35985751995674714	38	0.0007186263919091242
Pbr019500.1	6.0	0.3682429133986396	72	0.021251633368547136
Pbr006444.1	5.0	0.4056282487901057	1218	0.6525108405367085
Pbr040920.2	6.0	0.3613774821746525	35	0.004865432241935007
Pbr012540.1	6.0	0.35524508457281895	29	0.0005075919685388774
Pbr029780.1	6.0	0.3476323975575099	23	0.0005589876721531839
Pbr007163.1	6.0	0.3795578813189762	311	0.0026233296524431726
Pbr037761.1	5.0	0.35426907542502895	154	0.000535152394057345
Pbr012028.1	5.0	0.3586598199568911	56	0.0006801115578646129
Pbr033393.1	6.0	0.3515312502427166	37	0.0001508616619683386
Pbr006336.2	6.0	0.3597116584408256	45	0.0011663913029305649
Pbr011279.1	5.0	0.3914175264418711	237	0.0035590499266913815
Pbr033681.1	6.0	0.3699253774039837	59	0.0011481545377069187
Pbr019961.2	6.0	0.36008942565497926	53	0.0005590037332502826
Pbr025019.1	5.0	0.4102052839080981	814	0.18281596345867152
Pbr040473.1	6.0	0.3800295559884463	153	0.00273242163342387
Pbr038879.1	6.0	0.35144663074032084	42	0.00013077733713445476
Pbr011793.1	5.0	0.3778278654311712	311	0.0732999184488692
Pbr030557.1	6.0	0.36175875822269826	140	0.01309493048285192
Pbr000976.1	6.0	0.3606661885409196	224	0.006816871923252363
Pbr015806.1	5.0	0.3964923653756866	791	0.18341255114408025
Pbr006330.2	6.0	0.36072367896708374	149	0.001345823439493884
Pbr038950.1	6.0	0.3759354779762943	46	0.005488511178520487
Pbr034737.1	6.0	0.3552227794652037	61	0.00018106240702616384
Pbr014155.1	6.0	0.36136594090078006	35	0.010846552108789235
Pbr040099.1	6.0	0.3581801346934576	26	0.00911643809329661
Pbr028175.1	6.0	0.3780235199786182	154	0.0015292260964743772
Pbr024375.1	6.0	0.3769624786573939	505	0.07337527023299989
Pbr035644.2	5.0	0.37232336028825036	394	0.002090936494691664
Pbr017892.1	6.0	0.367895695148914	82	0.0008342623787785168
Pbr030524.1	5.0	0.41927206365969116	1189	0.27803496492165675
Pbr016022.1	6.0	0.38025624868725055	119	0.001317070823625384
Pbr015928.1	5.0	0.3702370629713856	123	0.0013986761270121245
Pbr030437.2	6.0	0.3577611079053664	43	0.000549206881433145
Pbr023568.1	6.0	0.33124505986709213	9	0.0005725558315253592
Pbr013737.1	5.0	0.4195907923646713	979	0.20751425583356878
Pbr010599.1	5.0	0.3908901690172472	462	0.007532397875198712
Pbr005425.1	6.0	0.36781198192634007	57	0.0002858690301339159
Pbr030124.1	5.0	0.36640949458805244	345	0.0020764214066300774
Pbr017591.2	6.0	0.3629190688872674	185	0.056419662493525584
Pbr021725.1	6.0	0.3716629577013722	49	0.0015374851887565834
Pbr031665.1	6.0	0.3682578944370764	42	0.0008475529617693819
Pbr031112.1	5.0	0.3817476383265857	335	0.002011863745067138
Pbr027374.1	6.0	0.3592063492063492	34	0.0005990936812413262
Pbr032490.1	5.0	0.38315343915343913	704	0.047525128308741144
Pbr023684.1	6.0	0.3706736990385088	45	0.0011040270384361731
Pbr007861.1	6.0	0.36125921905430863	36	0.0003959197362889761
Pbr013124.1	6.0	0.3602642680888323	39	0.00047718564425906497
Pbr035137.1	6.0	0.3650471028519809	138	0.029552535739560393
Pbr033705.1	6.0	0.34099042424151105	16	8.744867789635622e-05
Pbr001109.1	5.0	0.3622509824637229	34	0.0022507157603751174
Pbr008821.1	6.0	0.3637328018516137	49	0.0005286018541003134
Pbr000023.1	6.0	0.3675551007812373	283	0.00095019961353086
Pbr022379.1	5.0	0.3537872273899789	27	0.00011394571101920565
Pbr036675.1	6.0	0.36031589338598224	36	0.0015349857005764213
Pbr031690.1	5.0	0.36944224505954665	58	0.0006680528857695976
Pbr034224.1	6.0	0.3453880846452637	21	0.0005556852028883762
Pbr040202.1	6.0	0.3752062141974848	88	0.004848457655059531
Pbr004941.1	5.0	0.37141286240655186	201	0.0028029348977632964
Pbr016411.1	5.0	0.3698618942551279	452	0.12736363645702928
Pbr038843.1	6.0	0.3585262874389056	52	0.0006324210860721224
Pbr004582.1	6.0	0.3656221473636591	58	0.0002816784587279707
Pbr036347.1	5.0	0.40749810926639535	645	0.0037829847025189003
Pbr027836.1	5.0	0.35767346293662083	72	0.0001901052141064332
Pbr025133.1	5.0	0.3678149710282728	80	0.0019051357840377053
Pbr004118.1	6.0	0.3637971224178121	76	0.02012057228653689
Pbr013315.1	5.0	0.3780961530428971	299	0.003958977671693029
Pbr022458.1	6.0	0.364970566889767	341	0.003582744972928163
Pbr008302.1	6.0	0.35930045170560543	52	0.0038631196994183084
Pbr035899.1	6.0	0.3617905675459632	39	0.00032084906194774175
Pbr005261.1	6.0	0.3965792194591942	541	0.14890036792406058
Pbr005871.1	5.0	0.36800637465748415	341	0.001773869645615796
Pbr019111.1	6.0	0.36561624027594897	36	0.0021525377008287387
Pbr020536.1	6.0	0.3592263062233616	37	0.0005432558464922035
Pbr031812.1	5.0	0.36582014516415834	45	0.0005061848200351027
Pbr032112.1	5.0	0.34007318410988135	12	0.00011290345752224519
Pbr020915.1	5.0	0.34898873458813007	19	0.00017687054418870078
Pbr031557.1	5.0	0.39619040949596457	487	0.09796159486370065
Pbr019732.1	5.0	0.37440542664515863	112	0.0015322791655321673
Pbr007215.1	6.0	0.3604019684349668	33	0.004064408640595515
Pbr002079.1	6.0	0.37027643925944714	56	0.0006384322757493059
Pbr025991.1	6.0	0.38160923416776976	273	0.0031875132629970554
Pbr003178.1	6.0	0.3737098505490876	33	0.0009107846985455773
Pbr040962.1	6.0	0.3498005997464989	21	0.0004750625980998953
Pbr039164.1	5.0	0.3847330839850391	408	0.009102878794368097
Pbr032709.1	5.0	0.4253359646649751	1084	0.43713970752053877
Pbr018667.1	6.0	0.38399212671909866	106	0.004249885315610763
Pbr042714.1	6.0	0.3439889339839178	15	0.00011877426693787336
Pbr028648.1	6.0	0.3557896391793098	14	0.000949025008740094
Pbr010384.1	6.0	0.3649323109423252	69	0.00039124804102077507
Pbr010061.1	5.0	0.35845813896390866	36	0.0002787945121672622
Pbr038019.2	5.0	0.3737870091258207	130	0.000418581658121268
Pbr004509.1	6.0	0.33824837265613905	12	0.0004899483449834969
Pbr012781.1	5.0	0.3729492324299381	103	0.0015884042229246118
Pbr005381.1	6.0	0.36833281791695827	52	0.008983010364325169
Pbr029111.1	5.0	0.4019752384674139	1181	0.3504518735599877
Pbr009745.1	6.0	0.36324820623123966	94	0.00044707795166894974
Pbr020780.1	6.0	0.3545577037570896	26	0.006978914564670767
Pbr010843.1	5.0	0.39565703895377297	1042	0.4399496161668407
Pbr013314.2	5.0	0.43564051476037846	2241	0.7760053618394238
Pbr040733.1	6.0	0.3677761164922317	30	0.0026496619081550756
Pbr006811.1	5.0	0.42913083465283636	1862	0.6421894564739395
Pbr031015.1	6.0	0.34404907602374746	12	0.0023993337181033875
Pbr028096.1	6.0	0.3836763758434777	571	0.24689079359609384
Pbr015402.1	6.0	0.36576101889415075	82	0.012302962677238986
Pbr024061.1	6.0	0.3626282939804985	33	0.0007799135175530985
Pbr001216.1	6.0	0.37070102299067104	35	0.0010140468449087597
Pbr042265.1	6.0	0.3531302665251857	31	0.0004126211933182411
Pbr008045.1	5.0	0.35262678124829566	26	0.0005712628257878536
Pbr023949.1	6.0	0.3645413834208576	98	0.015177431219050054
Pbr022215.1	6.0	0.3508363952064245	34	0.0001942045567100722
Pbr037963.1	6.0	0.3544494130361576	85	0.004565223847003852
Pbr023301.1	5.0	0.4080160826489493	735	0.18277996023452156
Pbr001020.1	6.0	0.3601897243267333	35	0.00022304061310965
Pbr009728.3	6.0	0.3628666949947486	56	0.0003666559056999767
Pbr008885.1	5.0	0.37536491507430997	282	0.004057652886598529
Pbr041405.1	5.0	0.3746688741721854	310	0.0033472750673097245
Pbr017156.1	6.0	0.34513787213274766	22	0.0015030507769480715
Pbr003829.1	6.0	0.3656369159180508	25	0.0010964231532849158
Pbr014649.1	6.0	0.36556899044480523	39	0.0008071191556321527
Pbr027006.1	6.0	0.38475597833941155	143	0.012994184266796157
Pbr041126.1	6.0	0.34486174290046556	12	0.00045048620564218996
Pbr027856.1	6.0	0.35496368798331057	24	0.0006608984400268995
Pbr037942.1	5.0	0.38398235344023074	106	0.0008024791751446426
Pbr040455.1	5.0	0.36668854159071207	51	0.0006412362275765363
Pbr013831.1	6.0	0.36322488483700627	179	0.003105333973618785
Pbr027363.1	6.0	0.3735186346680751	110	0.017818279180512656
Pbr023896.1	6.0	0.36469412750596275	51	0.0002804411195311563
Pbr011469.1	6.0	0.38027861331899376	546	0.051728635756386324
Pbr011428.1	5.0	0.34873059290364833	19	0.00033925458009079445
Pbr026573.2	6.0	0.37138543341976565	152	0.003765864931357622
Pbr001231.1	6.0	0.3693578266156345	227	0.001071798566829829
Pbr002994.1	5.0	0.3712788036389588	44	0.0006668095546887111
Pbr001342.1	6.0	0.3617500839234618	45	0.00020015579111021017
Pbr032075.1	5.0	0.4090227194678909	1279	0.5383086044690738
Pbr008278.1	6.0	0.3809187160194583	216	0.004543823065881589
Pbr013096.1	5.0	0.39907945437391434	472	0.12258784567725577
Pbr008004.1	5.0	0.36848875645221696	33	0.0007578080648713505
Pbr033673.1	6.0	0.39563974579752964	207	0.00364349716563298
Pbr001412.1	5.0	0.3723784997901977	47	0.001211951334920613
Pbr005236.1	6.0	0.359251968503937	44	0.0043476366938870765
Pbr031869.1	6.0	0.35144663074032084	21	0.0003669987029792291
Pbr006227.1	6.0	0.3612736372416766	27	0.0003658989628329544
Pbr037661.1	6.0	0.3561423940071134	37	0.0007187096812542623
Pbr024822.1	5.0	0.38035531203253947	347	0.0021843261867157625
Pbr034122.1	6.0	0.3717972940780232	49	0.0005025378975526632
Pbr013513.1	5.0	0.3772704160310752	98	0.010637961492870529
Pbr036081.1	6.0	0.3708650513360483	158	0.012987449224178193
Pbr031177.1	6.0	0.3579988135258058	31	0.0004252554772910418
Pbr023698.1	6.0	0.3854440782470214	246	0.002722479894189731
Pbr032068.1	6.0	0.37027946855160676	36	0.0005492089982623892
Pbr000832.3	5.0	0.3651678594192492	32	0.0026804396897666537
Pbr013658.1	5.0	0.40513807456474066	767	0.09664452556577485
Pbr001865.1	6.0	0.3698618942551279	76	0.0003104877557280993
Pbr039326.1	5.0	0.39567433362182763	396	0.07063450655547882
Pbr034283.5	5.0	0.4107748997113866	825	0.24525047313582612
Pbr011443.1	6.0	0.35815179115461615	49	0.00019997976625137518
Pbr005697.1	6.0	0.3674208291728566	68	0.00812824304474
Pbr006490.1	6.0	0.3769938778060056	93	0.0029993176360094452
Pbr036978.2	6.0	0.38101170983845306	182	0.0016069433791184144
Pbr039936.1	5.0	0.3730968023806972	69	0.0007725962465765134
Pbr037927.1	5.0	0.38360808577361527	200	0.003220459404582337
Pbr015307.1	5.0	0.3996573860676221	404	0.07546694330057609
Pbr034075.1	6.0	0.34800661258698246	35	0.00010803394678930791
Pbr002092.1	6.0	0.351086771025645	35	0.00017895917424686297
Pbr007852.1	5.0	0.3666944833788393	77	0.0006015281086278714
Pbr027471.1	6.0	0.36494996653684575	130	0.01562569856099755
Pbr006890.1	5.0	0.3826028149964073	433	0.003091572610292246
Pbr024594.1	6.0	0.3863389983866975	54	0.002302262861003707
Pbr008095.1	5.0	0.39320620303201426	719	0.1827779131875406
Pbr031544.1	5.0	0.379494231285216	68	0.001446045233114252
Pbr002912.1	5.0	0.37455725115031946	42	0.0023001600919384975
Pbr020403.1	5.0	0.3959062281315605	497	0.013928091256773627
Pbr016615.1	6.0	0.3618368456397301	41	0.005596992803150801
Pbr001259.1	5.0	0.38901877191776113	586	0.19933146139094768
Pbr021236.1	6.0	0.3667568837819879	171	0.024491848392034592
Pbr032331.1	6.0	0.35790539151338785	45	0.0006043772200944211
Pbr003376.1	5.0	0.36863281695417743	343	0.05760965804194155
Pbr030412.1	5.0	0.39662787436904096	549	0.002480350970512944
Pbr037727.1	6.0	0.35761976627501796	95	0.001216462913052448
Pbr040613.1	5.0	0.4107637155692699	1608	0.6677324367631879
Pbr037016.1	5.0	0.37867822391044254	310	0.047141598329209194
Pbr009937.1	6.0	0.36697991583624556	90	0.001519738530390132
Pbr019093.1	6.0	0.36025279780951014	57	0.00034104185988479536
Pbr036579.1	5.0	0.36761182270811166	49	0.0008646665294959866
Pbr035079.1	6.0	0.398893040964535	920	0.002758936558606629
Pbr005357.1	6.0	0.35484680277228964	28	0.00021633322628631914
Pbr042035.1	6.0	0.36603315810756165	49	0.0010641565821240691
Pbr036061.1	6.0	0.35821698800139296	36	0.011238321466808044
Pbr027495.1	5.0	0.3819119223012598	341	0.09717367501868353
Pbr001051.1	5.0	0.382641630665438	306	0.00402633143373197
Pbr029354.1	6.0	0.36388486894999195	63	0.00027839260481018775
Pbr031545.2	6.0	0.36014959815389513	43	0.0006373746659195672
Pbr029857.1	5.0	0.35059995507115027	50	0.00073871211234876
Pbr004018.1	5.0	0.367090044933249	110	0.0037387705688814677
Pbr041765.1	6.0	0.36902354706150936	55	0.0007772224247944468
Pbr041972.1	5.0	0.40768163721198364	418	0.1048794493065849
Pbr041369.1	6.0	0.35585677668925825	30	0.0001597062267684252
Pbr021244.1	6.0	0.3565070813050396	28	0.000758358621616169
Pbr029101.2	5.0	0.4061997971693456	737	0.11165126236568283
Pbr008165.1	6.0	0.3623873044341602	48	0.001350670959754635
Pbr037112.1	5.0	0.4130805808318198	955	0.3268363764596076
Pbr035437.1	5.0	0.387785527014754	686	0.34200986166895897
Pbr010957.1	6.0	0.38011573121467385	468	0.07581291662759707
Pbr000346.2	6.0	0.3642069686971916	116	0.0011661296996668855
Pbr027161.1	5.0	0.3787669570602462	345	0.0658599041977603
Pbr003531.1	5.0	0.41288086115672323	1040	0.26467674090711074
Pbr034295.1	6.0	0.3572640801989186	21	0.0002611239945036734
Pbr003102.1	6.0	0.362634104912306	74	0.0037622873908319267
Pbr042228.1	6.0	0.3715836227350722	270	0.002526107195962159
Pbr007429.1	6.0	0.3387623125056136	14	8.675551003250805e-05
Pbr020146.2	6.0	0.3724551095310983	35	0.001748404747689933
Pbr030464.1	5.0	0.3737654015128993	105	0.022105874586048787
Pbr008365.1	5.0	0.35850640812382173	27	0.00013393540381910675
Pbr040143.1	6.0	0.34372247030590236	21	0.00026798311777405414
Pbr002114.1	6.0	0.35171427683317275	24	0.00013650250477518383
Pbr007669.1	5.0	0.38479523214391986	285	0.0033475155993651666
Pbr010947.1	6.0	0.36838978015448604	327	0.0026039750280515664
Pbr042552.1	5.0	0.4067693026683563	775	0.15851831689566911
Pbr005372.2	5.0	0.3728109915816873	283	0.09536792907477772
Pbr023633.1	5.0	0.3883178612488632	502	0.193478428695405
Pbr022477.1	5.0	0.37505386323709766	430	0.20706429467944193
Pbr028171.2	6.0	0.3612332692169555	33	0.0003188842876286183
Pbr040901.1	5.0	0.38565427449109146	483	0.008907932607183323
Pbr034329.3	6.0	0.3719928658902432	37	0.0007236532568061025
Pbr005378.1	5.0	0.368554770202925	337	0.005099875633162745
Pbr034499.1	6.0	0.3686808621560418	72	0.006083741547852595
Pbr034417.1	5.0	0.40323945795208527	1066	0.3955838067531566
Pbr038799.1	6.0	0.3584183976496116	37	0.00030709367942362336
Pbr041097.1	6.0	0.3759948161563128	98	0.0014557976446723806
Pbr026694.1	6.0	0.364198176595077	82	0.00047818539969441364
Pbr034019.1	6.0	0.35484402072928833	35	0.0008756632518022827
Pbr010427.1	6.0	0.37226823711331725	245	0.004021461522559297
Pbr002168.1	6.0	0.3451247130950656	13	0.00014452533824244244
Pbr030645.1	5.0	0.3850047211140128	469	0.0882634647821901
Pbr025612.1	5.0	0.3643594326104107	43	0.0004152641229759405
Pbr015691.1	5.0	0.41451821187504007	754	0.1823694803277154
Pbr007764.1	5.0	0.3771289537712895	74	0.003182171811463699
Pbr041312.1	6.0	0.34168547723480874	20	0.0014671829861192516
Pbr031839.1	5.0	0.4120126352969022	642	0.15936589775207197
Pbr000253.1	5.0	0.3661279101748936	37	0.0013906838302222297
Pbr033320.1	6.0	0.358285044805421	20	0.00020398513279731978
Pbr015041.1	6.0	0.3707192411968514	50	0.004287910445565025
Pbr024186.1	6.0	0.37013109150235934	69	0.0004594994049485084
Pbr018545.1	6.0	0.4026188908854769	773	0.3877737488915017
Pbr031933.1	5.0	0.4005167958656331	604	0.004261607485297785
Pbr027883.1	5.0	0.3765140423266338	294	0.002742320725081856
Pbr012618.1	5.0	0.38154167790666305	215	0.002381877464117432
Pbr000445.1	6.0	0.3855787088309962	318	0.004717554813592189
Pbr011993.1	5.0	0.4080124044425213	818	0.00768473820316817
Pbr023467.1	6.0	0.3702643225864509	34	0.0009554500339816148
Pbr011882.1	5.0	0.37417946725309614	40	0.0007381160152384747
Pbr001346.2	6.0	0.36451495993234806	43	0.00031333435592200635
Pbr015053.1	6.0	0.35530922736336373	37	0.0005636507923491326
Pbr032277.1	6.0	0.37733017640977756	160	0.0022634294539943915
Pbr030778.1	6.0	0.3823248663214536	354	0.005685622939985313
Pbr011580.1	6.0	0.3702370629713856	112	0.0012349215991490493
Pbr020819.1	6.0	0.37436516733113867	375	0.04202891493593961
Pbr017841.1	6.0	0.3579676674364896	22	0.0006167538102181474
Pbr014200.1	6.0	0.37563595016972506	133	0.001785846811945941
Pbr012539.1	6.0	0.3751315778567936	153	0.0006801861969089167
Pbr029460.1	6.0	0.375642185463992	74	0.018537910734009944
Pbr021970.1	6.0	0.3792811591288098	131	0.013070358453528635
Pbr000592.1	6.0	0.3553454922312337	38	0.00032254846953431624
Pbr036271.3	6.0	0.3590125963765587	83	0.0005851380954241216
Pbr015999.1	6.0	0.35715131189583743	34	0.0006561054938225556
Pbr026108.1	5.0	0.3803361344537815	108	0.0008683279035243487
Pbr003758.1	6.0	0.36549518702758577	41	0.0004902898018446011
Pbr021525.1	5.0	0.366154568033072	95	0.0035911664543373614
Pbr016473.1	6.0	0.35106770813133625	32	0.0001616360138195383
Pbr000673.1	6.0	0.34866611714133844	23	0.0008469514320986288
Pbr004855.1	6.0	0.3462865624593538	24	0.0005278904486097542
Pbr028018.1	5.0	0.3630296856576805	50	0.0009341216682909064
Pbr016020.1	6.0	0.36346115237904036	80	0.001141825808920935
Pbr023776.1	6.0	0.37773641909880734	48	0.0012126750655538903
Pbr037974.1	5.0	0.3447461629279811	23	0.00022855536788772443
Pbr027533.1	6.0	0.37905245261844345	295	0.004162261758944098
Pbr007951.1	6.0	0.37250722216278054	58	0.006012648340967733
Pbr017355.1	6.0	0.35661382331620917	35	0.0008983300473487138
Pbr027641.1	6.0	0.3659443725743855	68	0.016059126295258755
Pbr038945.1	6.0	0.3528549599276515	26	0.00014269997624961084
Pbr015519.2	6.0	0.3699888823490942	33	0.00033669712421080506
Pbr039634.1	6.0	0.3695598922185025	160	0.0033909260810070026
Pbr002513.1	6.0	0.3632861098848176	85	0.0006387112637640734
Pbr001088.1	6.0	0.34389222785329493	32	0.00020706050215166805
Pbr031194.3	6.0	0.364794067864915	43	0.0006507974159033378
Pbr034550.1	6.0	0.3428424258033239	18	0.0003825910397830121
Pbr032476.1	5.0	0.3590923516344018	22	0.0009449249479400872
Pbr008645.1	6.0	0.38452062359288053	716	0.3711439894387722
Pbr011885.1	6.0	0.3641600823906152	31	0.0011987059050382206
Pbr028293.1	6.0	0.3596430586346913	40	0.0003271148733021989
Pbr042829.1	6.0	0.36803330677031665	56	0.00040509121574003695
Pbr038511.1	6.0	0.3528742174160501	68	0.0006329269900554905
Pbr040022.1	5.0	0.38917598906248657	777	0.10696815584062336
Pbr032920.1	5.0	0.38809476852367925	383	0.10078642292416358
Pbr012498.1	6.0	0.3537346911660115	22	0.0001438018618464288
Pbr028156.1	6.0	0.34690498819633936	22	0.0002430176997437753
Pbr025443.1	6.0	0.36077256024168414	47	0.0006810856024613559
Pbr017383.1	5.0	0.4034946955513952	732	0.2398261157558175
Pbr039804.1	6.0	0.3610517246880883	48	0.0006833886348822031
Pbr042521.1	6.0	0.36764168338626746	145	0.0010111342235432706
Pbr026806.1	6.0	0.3703188538606927	284	0.002381739541781218
Pbr027198.1	5.0	0.3661427196168688	68	0.00074882119876669
Pbr000658.1	6.0	0.3684047731453595	46	0.0006508299781832339
Pbr002541.1	5.0	0.38182815202260934	161	0.0010479081089013955
Pbr028093.1	5.0	0.3711052804198098	297	0.002174702373031007
Pbr022535.1	6.0	0.35471331389698735	36	0.00019220568832166123
Pbr007024.1	5.0	0.3859502511320127	143	0.004078243799353214
Pbr026123.1	5.0	0.372167220340098	75	0.004908091457431963
Pbr033035.3	6.0	0.3435607038212209	24	0.00010996089927378472
Pbr028695.1	6.0	0.3595459203533496	38	0.001183041250239197
Pbr035704.1	6.0	0.36244244244244245	45	0.0013950603613832274
Pbr027293.1	6.0	0.36346115237904036	34	0.00032590601525708275
Pbr033752.1	5.0	0.40411796744555656	1288	0.5563208561175195
Pbr019358.1	5.0	0.3602040572697392	117	0.0022872025681481153
Pbr017837.1	6.0	0.3622799785481586	40	0.0003436662660473972
Pbr013867.2	5.0	0.3873375039580998	375	0.011177802866296915
Pbr017550.1	5.0	0.39137014138095033	250	0.05152326949094695
Pbr008183.1	5.0	0.38810808029704075	271	0.005014827812519213
Pbr017466.1	6.0	0.37490784688915946	106	0.0012155149148018504
Pbr040700.1	5.0	0.37828892380729495	176	0.028620658507544403
Pbr018181.1	6.0	0.3514930299382596	27	0.00036193385999180796
Pbr012357.1	6.0	0.36558375470509363	146	0.0010726060613285443
Pbr019479.1	6.0	0.36306463128003147	46	0.0002553049777297363
Pbr041660.1	6.0	0.37913500925638943	392	0.004651655764229635
Pbr021675.2	6.0	0.3732167889832605	259	0.0012209888516483245
Pbr029451.1	6.0	0.3796056328577779	331	0.04214977577974158
Pbr023367.3	6.0	0.3577045578483984	31	0.005042700463230251
Pbr031376.1	6.0	0.3484513700159367	14	0.00039959481727163033
Pbr005674.1	6.0	0.3597259533612043	58	0.009041703506120947
